"","station","grdd","gdd","qual","lat","long"
"3235","USC00321435","2441S",2441,"S",48.8628,-97.7014
"3236","USC00321456","2958R",2958,"R",47.0644,-101.2119
"3237","USC00321686","2852R",2852,"R",47.2428,-97.6561
"3238","USC00321766","2618S",2618,"S",47.405,-98.0381
"3239","USC00321871","2716C",2716,"C",48.9075,-103.2944
"3240","USC00322188","2758S",2758,"S",46.8911,-102.8111
"3241","USC00322193","2782S",2782,"S",47.1944,-102.8414
"3242","USC00322304","2707S",2707,"S",48.0475,-100.31
"3243","USC00322365","2865R",2865,"R",47.3464,-102.5867
"3244","USC00322482","2838R",2838,"R",46.3694,-98.7661
"3245","USC00322525","2403S",2403,"S",48.4267,-98.47
"3246","USC00322536","3064R",3064,"R",47.2653,-98.8578
"3247","USC00322605","3084R",3084,"R",46.0108,-98.5261
"3248","USC00322695","3063R",3063,"R",46.6167,-97.6383
"3249","USC00322809","2874S",2874,"S",47.1906,-103.2247
"3250","USC00322949","2846R",2846,"R",47.6456,-99.6219
"3251","USC00323004","2840R",2840,"R",46.4581,-101.2
"3252","USC00323117","3006S",3006,"S",46.0333,-97.595
"3253","USC00323196","2416S",2416,"S",48.9081,-103.8056
"3254","USC00323207","3188R",3188,"R",46.05,-100.6667
"3255","USC00323217","2781R",2781,"R",48.4583,-101.5697
"3256","USC00323287","2993S",2993,"S",46.1581,-98.4
"3257","USC00323309","2917R",2917,"R",46.6275,-99.1383
"3258","USC00323376","2648S",2648,"S",47.6539,-101.4197
"3259","USC00323594","2988R",2988,"R",48.4181,-97.4247
"3260","USC00323621","2808R",2808,"R",47.9217,-97.0981
"3261","USC00323686","2912R",2912,"R",48.2675,-100.8439
"3262","USC00323705","2765R",2765,"R",47.4011,-103.2072
"3263","USC00323908","3006R",3006,"R",46.0667,-96.9
"3264","USC00323963","2641S",2641,"S",48.9989,-99.3464
"3265","USC00324013","2708R",2708,"R",47.8083,-99.8758
"3266","USC00324083","2706R",2706,"R",46.5172,-100.3486
"3267","USC00324091","2915R",2915,"R",46.5917,-101.8075
"3268","USC00324102","2705R",2705,"R",46.9028,-102.0478
"3269","USC00324178","2778R",2778,"R",45.9925,-102.6442
"3270","USC00324203","2850R",2850,"R",47.4389,-97.0664
"3271","USC00324343","2462R",2462,"R",47.35,-100.0167
"3272","USC00324418","2801S",2801,"S",46.8844,-98.685
"3273","USC00324571","2955S",2955,"S",47.8967,-102.9208
"3274","USC00324646","2557S",2557,"S",48.6692,-102.0975
"3275","USC00324722","2830R",2830,"R",47.3714,-102.7606
"3276","USC00324937","3088S",3088,"S",46.3547,-98.2928
"3277","USC00324958","2258S",2258,"S",48.7622,-98.3447
"3278","USC00325013","2646R",2646,"R",47.8742,-97.7106
"3279","USC00325078","2541R",2541,"R",48.2881,-99.4317
"3280","USC00325210","3016R",3016,"R",46.2667,-100.2306
"3281","USC00325220","3087R",3087,"R",46.4386,-97.6856
"3282","USC00325479","2882S",2882,"S",46.8128,-100.9097
"3283","USC00325638","2704R",2704,"R",47.8214,-101.2922
"3284","USC00325660","2785R",2785,"R",47.4989,-97.3514
"3285","USC00325710","3038S",3038,"S",47.4825,-100.4444
"3286","USC00325730","2748S",2748,"S",47.5808,-98.6422
"3287","USC00325754","3148S",3148,"S",46.4025,-97.2381
"3288","USC00325764","2715R",2715,"R",47.7619,-98.1817
"3289","USC00325813","3046R",3046,"R",46.9161,-103.5264
"3290","USC00325848","2511R",2511,"R",48.0781,-99.2656
"3291","USC00325993","2606S",2606,"S",48.1803,-101.2964
"3292","USC00326015","3174R",3174,"R",46.6706,-100.2294
"3293","USC00326025","2493R",2493,"R",48.7603,-101.5089
"3294","USC00326155","2907S",2907,"S",46.3719,-102.3164
"3295","USC00326255","2809S",2809,"S",46.5067,-99.7692
"3296","USC00326315","2918S",2918,"S",46.5414,-102.8692
"3297","USC00326365","2748S",2748,"S",46.8925,-101.4897
"3298","USC00326620","2896R",2896,"R",46.1458,-98.0919
"3299","USC00326857","2926R",2926,"R",48.4,-97.75
"3300","USC00327027","2540S",2540,"S",48.0356,-98.01
"3301","USC00327047","2884R",2884,"R",47.1167,-99.5333
"3302","USC00327281","2440R",2440,"R",48.5722,-102.6467
"3303","USC00327311","3014S",3014,"S",46.1758,-101.8561
"3304","USC00327530","2951C",2951,"C",46.8886,-102.3192
"3305","USC00327664","2081S",2081,"S",48.8811,-99.5861
"3306","USC00327704","2631S",2631,"S",48.3542,-99.9925
"3307","USC00327986","2588R",2588,"R",47.5983,-97.9
"3308","USC00328276","2423S",2423,"S",48.3567,-102.4117
"3309","USC00328366","2869R",2869,"R",46.8917,-99.9325
"3310","USC00328415","2728R",2728,"R",46.7153,-99.4475
"3311","USC00328737","2861R",2861,"R",48.3989,-102.9181
"3312","USC00328792","2668S",2668,"S",48.3706,-100.3908
"3313","USC00328812","2902S",2902,"S",47.2842,-103.9006
"3314","USC00328840","2738S",2738,"S",47.5214,-100.8883
"3315","USC00328850","2830R",2830,"R",47.1333,-100
"3316","USC00328853","2488R",2488,"R",47.3014,-99.9189
"3317","USC00328872","2770S",2770,"S",47.455,-101.1461
"3318","USC00328913","2618C",2618,"C",48.6147,-100.7264
"3319","USC00328937","2766S",2766,"S",46.9558,-98.0203
"3320","USC00328990","2658R",2658,"R",48.0797,-100.875
"3321","USC00329100","3144R",3144,"R",46.3233,-96.6108
"3322","USC00329195","2889S",2889,"S",47.2844,-101.0267
"3323","USC00329233","2761R",2761,"R",47.8039,-103.2892
"3324","USC00329246","3108S",3108,"S",47.6,-103.2597
"3325","USC00329333","2791S",2791,"S",48.9097,-101.0192
"3326","USC00329400","2444S",2444,"S",48.6631,-103.2131
"3327","USC00329430","3124S",3124,"S",48.1375,-103.7372
"3328","USC00329445","2453S",2453,"S",48.6061,-100.2911
"3329","USC00329455","2635R",2635,"R",47.1603,-100.7892
"3330","USC00329515","2650R",2650,"R",46.2608,-99.56
"3331","USC00330061","3798R",3798,"R",41.0803,-81.5169
"3332","USC00330256","3486R",3486,"R",40.8333,-82.35
"3333","USC00330264","3329R",3329,"R",41.85,-80.8
"3334","USC00330279","3945R",3945,"R",39.3428,-82.0964
"3335","USC00330430","3723R",3723,"R",39.9917,-81.185
"3336","USC00330563","3756S",3756,"S",40.3533,-83.7747
"3337","USC00330676","4094R",4094,"R",39.5475,-81.6283
"3338","USC00330862","3596S",3596,"S",41.3831,-83.6111
"3339","USC00331072","3548S",3548,"S",40.8128,-82.9694
"3340","USC00331152","3441R",3441,"R",40.2686,-80.9981
"3341","USC00331197","4190S",4190,"S",40.0167,-81.5833
"3342","USC00331245","3243R",3243,"R",41.0167,-80.7667
"3343","USC00331288","4055R",4055,"R",39.1469,-82.2194
"3344","USC00331390","3924S",3924,"S",40.5694,-84.5364
"3345","USC00331404","3749S",3749,"S",40.3,-82.65
"3346","USC00331458","3095C",3095,"C",41.5833,-81.1833
"3347","USC00331515","4287R",4287,"R",39.1547,-84.6233
"3348","USC00331528","4223R",4223,"R",39.3744,-83.0036
"3349","USC00331536","4414S",4414,"S",38.7983,-84.173
"3350","USC00331541","3404S",3404,"S",41.0517,-81.9361
"3351","USC00331550","4418S",4418,"S",39.1169,-84.6961
"3352","USC00331592","4128S",4128,"S",39.6106,-82.9547
"3353","USC00331783","4217R",4217,"R",39.9047,-82.92
"3354","USC00331890","3850S",3850,"S",40.2403,-81.8711
"3355","USC00331905","3798S",3798,"S",40.3708,-81.7908
"3356","USC00332044","3485C",3485,"C",40.4397,-82.3039
"3357","USC00332067","4424S",4424,"S",39.7633,-84.1911
"3358","USC00332098","3698S",3698,"S",41.2778,-84.3853
"3359","USC00332119","3955R",3955,"R",40.3175,-83.0739
"3360","USC00332160","3624R",3624,"R",40.3886,-81.3433
"3361","USC00332251","3242S",3242,"S",41.6833,-80.6667
"3362","USC00332485","3983S",3983,"S",39.7347,-84.6336
"3363","USC00332599","3962S",3962,"S",41.3833,-82.05
"3364","USC00332651","4414R",4414,"R",39.35,-84.5833
"3365","USC00332791","3890S",3890,"S",41.0461,-83.6622
"3366","USC00332928","4142R",4142,"R",39.5536,-84.3189
"3367","USC00332956","3390R",3390,"R",40.4167,-82.5333
"3368","USC00332974","3722R",3722,"R",41.3333,-83.1167
"3369","USC00332976","3764R",3764,"R",41.3119,-83.1719
"3370","USC00333029","5102S",5102,"S",38.8203,-82.1822
"3371","USC00333375","3753S",3753,"S",40.1,-84.65
"3372","USC00333500","3951S",3951,"S",39.6667,-80.8667
"3373","USC00333722","3608R",3608,"R",41.3214,-84.7475
"3374","USC00333758","3981S",3981,"S",39.2333,-83.6092
"3375","USC00333780","3150S",3150,"S",41.3,-81.15
"3376","USC00333874","3869S",3869,"S",41.2167,-83.7667
"3377","USC00333987","4172R",4172,"R",40.1167,-83.4833
"3378","USC00334004","4067R",4067,"R",39.08,-82.7078
"3379","USC00334189","3829S",3829,"S",40.6489,-83.6061
"3380","USC00334260","3453R",3453,"R",41.6167,-81.3
"3381","USC00334383","3729R",3729,"R",39.7333,-82.6333
"3382","USC00334403","4224R",4224,"R",39.7156,-82.6072
"3383","USC00334551","3817S",3817,"S",40.7247,-84.1294
"3384","USC00334672","3860R",3860,"R",39.5325,-82.3936
"3385","USC00334681","3832R",3832,"R",39.8833,-83.45
"3386","USC00334874","3492S",3492,"S",40.7667,-82.6167
"3387","USC00334927","4165S",4165,"S",39.4089,-81.4328
"3388","USC00334942","3640S",3640,"S",40.6167,-83.1333
"3389","USC00334979","4006S",4006,"S",40.2411,-83.3669
"3390","USC00335041","3956S",3956,"S",39.6522,-81.8561
"3391","USC00335268","4322R",4322,"R",39.1814,-84.2867
"3392","USC00335297","3564R",3564,"R",40.55,-81.9167
"3393","USC00335315","3394S",3394,"S",40.7692,-80.8561
"3394","USC00335356","3922R",3922,"R",41.15,-80.7833
"3395","USC00335438","3458S",3458,"S",41.5886,-84.585
"3396","USC00335669","3665R",3665,"R",41.3939,-84.1144
"3397","USC00335747","3749S",3749,"S",40.0875,-82.4128
"3398","USC00335857","3750S",3750,"S",39.7333,-82.2156
"3399","USC00335894","3744R",3744,"R",40.4878,-81.4317
"3400","USC00335939","4104R",4104,"R",39.3933,-81.2192
"3401","USC00336118","3598R",3598,"R",41.2667,-82.6167
"3402","USC00336196","3503S",3503,"S",41.2667,-82.2167
"3403","USC00336389","3681R",3681,"R",41.75,-81.3
"3404","USC00336405","3729S",3729,"S",40.9461,-83.9614
"3405","USC00336465","3553S",3553,"S",41.1244,-84.5922
"3406","USC00336600","4162S",4162,"S",39.8386,-81.9167
"3407","USC00336781","4477S",4477,"S",38.7569,-82.8872
"3408","USC00336882","3627R",3627,"R",41.65,-82.8
"3409","USC00337120","3961R",3961,"R",38.7872,-83.7972
"3410","USC00337693","3777S",3777,"S",40.2706,-84.1506
"3411","USC00337857","4612R",4612,"R",38.4239,-82.5936
"3412","USC00337935","3843S",3843,"S",39.9667,-83.8167
"3413","USC00338025","3864S",3864,"S",40.3764,-80.6283
"3414","USC00338313","3748S",3748,"S",41.1167,-83.1667
"3415","USC00338366","3941R",3941,"R",41.65,-83.5333
"3416","USC00338534","3738S",3738,"S",40.8333,-83.2833
"3417","USC00338552","3777S",3777,"S",40.0986,-83.7822
"3418","USC00338609","3839S",3839,"S",40.8494,-84.5808
"3419","USC00338769","3329C",3329,"C",41.2,-80.8167
"3420","USC00338794","4056R",4056,"R",39.5467,-83.4153
"3421","USC00338810","4139R",4139,"R",38.7003,-82.4736
"3422","USC00338822","3472S",3472,"S",41.5183,-84.1453
"3423","USC00338830","4316S",4316,"S",39.1114,-82.9797
"3424","USC00338951","4218S",4218,"S",40.1264,-82.9433
"3425","USC00339219","3946S",3946,"S",39.4833,-83.8167
"3426","USC00339312","3562S",3562,"S",40.7833,-81.9167
"3427","USC00339361","4182R",4182,"R",39.6167,-83.9
"3428","USC00340017","5931S",5931,"S",34.7864,-96.685
"3429","USC00340179","5944S",5944,"S",34.5903,-99.3344
"3430","USC00340184","5979S",5979,"S",34.8847,-99.2964
"3431","USC00340193","5136R",5136,"R",36.8014,-98.6878
"3432","USC00340224","5534S",5534,"S",35.0619,-98.1989
"3433","USC00340256","5877R",5877,"R",34.2208,-95.615
"3434","USC00340292","6419R",6419,"R",34.1772,-97.1617
"3435","USC00340332","4900R",4900,"R",36.1669,-99.7214
"3436","USC00340535","5544R",5544,"R",36.5653,-96.1664
"3437","USC00340567","5222R",5222,"R",34.385,-94.8981
"3438","USC00340593","5017S",5017,"S",36.8125,-100.5308
"3439","USC00340755","5285S",5285,"S",36.5297,-97.4472
"3440","USC00340782","5575R",5575,"R",35.9833,-95.8833
"3441","USC00340818","5266R",5266,"R",36.8047,-97.2764
"3442","USC00340830","5650S",5650,"S",35.1183,-97.67
"3443","USC00340908","4858S",4858,"S",36.7236,-102.4806
"3444","USC00340980","5944R",5944,"R",34.0211,-95.8722
"3445","USC00341144","5458S",5458,"S",35.8292,-96.3917
"3446","USC00341168","5935R",5935,"R",34.1333,-94.7
"3447","USC00341243","5215R",5215,"R",36.8003,-99.64
"3448","USC00341445","5333R",5333,"R",36.0617,-98.59
"3449","USC00341504","5638R",5638,"R",35.1756,-98.5794
"3450","USC00341684","5762R",5762,"R",35.7061,-96.88
"3451","USC00341706","5862R",5862,"R",34.4225,-98.6497
"3452","USC00341724","5449S",5449,"S",36.7672,-98.4244
"3453","USC00341745","5894S",5894,"S",34.5019,-96.9717
"3454","USC00341750","6021S",6021,"S",35.0489,-97.9158
"3455","USC00341828","5425S",5425,"S",36.3225,-95.5808
"3456","USC00341902","5724R",5724,"R",36.2903,-96.5369
"3457","USC00341909","5432R",5432,"R",35.5014,-98.9772
"3458","USC00342318","5614S",5614,"S",35.9803,-96.7758
"3459","USC00342660","5936S",5936,"S",34.5011,-97.9592
"3460","USC00342678","6084R",6084,"R",34,-96.3686
"3461","USC00342818","5406R",5406,"R",35.5489,-97.9553
"3462","USC00342849","5390R",5390,"R",35.3925,-99.5064
"3463","USC00342912","5453S",5453,"S",36.4194,-97.8747
"3464","USC00342944","5406S",5406,"S",35.2164,-99.8628
"3465","USC00342993","6156R",6156,"R",35.1931,-95.5903
"3466","USC00343304","5091S",5091,"S",36.5442,-99.535
"3467","USC00343353","5900R",5900,"R",34.3861,-99.02
"3468","USC00343358","5191R",5191,"R",36.7647,-99.1128
"3469","USC00343489","5121S",5121,"S",36.85,-100.0569
"3470","USC00343497","5458R",5458,"R",35.6306,-98.3217
"3471","USC00343628","4922S",4922,"S",36.5914,-101.6181
"3472","USC00343740","5333S",5333,"S",36.7425,-98.1331
"3473","USC00343821","5600S",5600,"S",35.8161,-97.395
"3474","USC00343871","5254R",5254,"R",35.585,-99.3953
"3475","USC00343884","5920R",5920,"R",35.2028,-95.8897
"3476","USC00344001","5809R",5809,"R",34.2331,-97.4203
"3477","USC00344019","5254S",5254,"S",36.5381,-98.2661
"3478","USC00344055","5247S",5247,"S",36.0942,-97.835
"3479","USC00344235","5724R",5724,"R",35.0567,-96.3861
"3480","USC00344249","5795S",5795,"S",34.6808,-99.8136
"3481","USC00344298","5068R",5068,"R",36.8589,-101.2172
"3482","USC00344384","5859R",5859,"R",34.0211,-95.5381
"3483","USC00344451","5860R",5860,"R",33.9336,-94.8278
"3484","USC00344567","5336R",5336,"R",36.4236,-94.7967
"3485","USC00344573","5153S",5153,"S",36.7222,-97.7903
"3486","USC00344672","5612S",5612,"S",36.2133,-94.7725
"3487","USC00344766","5063R",5063,"R",36.9031,-102.965
"3488","USC00344812","5403R",5403,"R",36.15,-96.25
"3489","USC00344861","5587S",5587,"S",35.8583,-97.9294
"3490","USC00344975","5584R",5584,"R",35.2928,-95.4322
"3491","USC00345063","5903R",5903,"R",34.6097,-98.4572
"3492","USC00345216","5722R",5722,"R",34.8261,-97.6386
"3493","USC00345468","6222S",6222,"S",34.0919,-96.7708
"3494","USC00345509","5800S",5800,"S",34.8911,-99.5017
"3495","USC00345522","5819S",5819,"S",36.1747,-96.4433
"3496","USC00345563","6057S",6057,"S",33.8761,-97.1642
"3497","USC00345693","6204S",6204,"S",35.1447,-94.9669
"3498","USC00345713","6088R",6088,"R",34.3094,-95.8672
"3499","USC00345779","5617S",5617,"S",35.505,-96.9772
"3500","USC00345855","5376R",5376,"R",36.8833,-94.8833
"3501","USC00346130","5718S",5718,"S",35.7781,-95.3339
"3502","USC00346139","5211S",5211,"S",36.2283,-99.17
"3503","USC00346278","5099S",5099,"S",36.8914,-97.0586
"3504","USC00346386","5678R",5678,"R",35.1811,-97.4378
"3505","USC00346485","5725R",5725,"R",36.6917,-95.6436
"3506","USC00346629","5592S",5592,"S",36.1217,-98.315
"3507","USC00346638","6090S",6090,"S",35.4253,-96.3033
"3508","USC00346670","5728R",5728,"R",35.6239,-96.025
"3509","USC00346926","5892R",5892,"R",34.7253,-97.2814
"3510","USC00346935","5643S",5643,"S",36.6692,-96.3472
"3511","USC00347012","5620R",5620,"R",36.2886,-97.2897
"3512","USC00347254","5831R",5831,"R",35.0539,-94.6264
"3513","USC00347309","5396R",5396,"R",36.3092,-95.3297
"3514","USC00347327","5688R",5688,"R",34.9858,-97.3842
"3515","USC00347390","5526R",5526,"R",36.5044,-96.7439
"3516","USC00347579","5220R",5220,"R",35.6256,-99.9106
"3517","USC00347862","5732S",5732,"S",35.4572,-94.8047
"3518","USC00348042","5984S",5984,"S",35.2317,-96.6531
"3519","USC00348285","5369R",5369,"R",34.4678,-94.6428
"3520","USC00348380","5841S",5841,"S",36.3894,-95.0597
"3521","USC00348501","5504S",5504,"S",36.1175,-97.095
"3522","USC00348506","5213R",5213,"R",35.8953,-94.6486
"3523","USC00348677","5615R",5615,"R",35.9369,-94.9644
"3524","USC00348708","5350S",5350,"S",36.0381,-98.9592
"3525","USC00349017","5014R",5014,"R",36.8136,-100.8636
"3526","USC00349023","5814S",5814,"S",34.6147,-95.2803
"3527","USC00349203","5448R",5448,"R",36.5469,-95.1322
"3528","USC00349247","5901R",5901,"R",35.9675,-95.3739
"3529","USC00349278","5960R",5960,"R",34.3603,-98.3006
"3530","USC00349364","5333S",5333,"S",35.8578,-98.4139
"3531","USC00349395","6465S",6465,"S",34.1747,-97.9964
"3532","USC00349404","5426S",5426,"S",36.5758,-98.8797
"3533","USC00349422","5491S",5491,"S",35.52,-98.6986
"3534","USC00349445","5518R",5518,"R",35.4814,-95.2039
"3535","USC00349629","5871S",5871,"S",34.7325,-98.7125
"3536","USC00349634","5896R",5896,"R",34.9611,-95.1711
"3537","USC00350118","2926R",2926,"R",42.9694,-119.9933
"3538","USC00350189","3422R",3422,"R",42.55,-118.55
"3539","USC00350197","2825S",2825,"S",44.8197,-120.7533
"3540","USC00350265","3864R",3864,"R",45.7211,-120.2064
"3541","USC00350304","3475S",3475,"S",42.2128,-122.7144
"3542","USC00350356","2261R",2261,"R",44.5747,-118.4914
"3543","USC00350471","2640S",2640,"S",43.1497,-124.4019
"3544","USC00350501","2882S",2882,"S",43.9456,-120.2169
"3545","USC00350595","3336R",3336,"R",45.4547,-122.8203
"3546","USC00350652","2691R",2691,"R",44.2867,-122.0386
"3547","USC00350694","2619S",2619,"S",44.0567,-121.285
"3548","USC00350699","2661R",2661,"R",44.1183,-121.2103
"3549","USC00350723","3286R",3286,"R",43.9092,-118.1522
"3550","USC00350856","2831R",2831,"R",42.2208,-120.5792
"3551","USC00350858","3836S",3836,"S",45.8472,-119.6933
"3552","USC00350897","3202S",3202,"S",45.6361,-121.9519
"3553","USC00351055","2809R",2809,"R",42.03,-124.2453
"3554","USC00351067","2437S",2437,"S",43.8094,-120.6
"3555","USC00351174","3591R",3591,"R",42.7772,-117.8525
"3556","USC00351433","2673S",2673,"S",44.3914,-122.4811
"3557","USC00351448","4080S",4080,"S",42.1597,-123.6422
"3558","USC00351546","2482R",2482,"R",43.2292,-121.7894
"3559","USC00351574","2793S",2793,"S",42.7036,-121.9953
"3560","USC00351643","2634S",2634,"S",46.1081,-123.2058
"3561","USC00351682","2613S",2613,"S",45.205,-123.8925
"3562","USC00351765","2792S",2792,"S",45.2325,-120.1817
"3563","USC00351836","2974S",2974,"S",43.1872,-124.2025
"3564","USC00351862","3086S",3086,"S",44.6342,-123.19
"3565","USC00351877","3024R",3024,"R",44.5078,-123.4575
"3566","USC00351897","3174R",3174,"R",43.7917,-123.0275
"3567","USC00351902","2940S",2940,"S",43.7178,-123.0578
"3568","USC00351926","2805R",2805,"R",45.2964,-117.7903
"3569","USC00351946","1322S",1322,"S",42.8967,-122.1328
"3570","USC00352112","3131R",3131,"R",44.9464,-123.2908
"3571","USC00352135","2866R",2866,"R",42.9447,-117.3389
"3572","USC00352173","3652R",3652,"R",44.5564,-119.6447
"3573","USC00352292","2771S",2771,"S",44.7242,-122.2547
"3574","USC00352374","2931S",2931,"S",43.7819,-122.9628
"3575","USC00352406","3456S",3456,"S",43.6656,-123.3275
"3576","USC00352415","3047S",3047,"S",43.8081,-118.3775
"3577","USC00352440","3356S",3356,"S",45.4539,-121.1303
"3578","USC00352597","2898R",2898,"R",45.5669,-117.9239
"3579","USC00352633","3572R",3572,"R",43.5992,-123.5992
"3580","USC00352675","2217R",2217,"R",45.4,-117.2667
"3581","USC00352678","2704R",2704,"R",45.7083,-117.1528
"3582","USC00352693","3121S",3121,"S",45.2689,-122.3186
"3583","USC00352805","3074R",3074,"R",44.8578,-123.4308
"3584","USC00352876","3386R",3386,"R",42.2642,-118.6758
"3585","USC00352997","3073S",3073,"S",45.5247,-123.1028
"3586","USC00353014","2296R",2296,"R",46.1358,-123.8783
"3587","USC00353038","3349R",3349,"R",44.9983,-120.2175
"3588","USC00353047","3132S",3132,"S",44.4139,-122.6728
"3589","USC00353095","2699R",2699,"R",43.3936,-121.2122
"3590","USC00353193","2586R",2586,"R",43.7464,-124.1217
"3591","USC00353356","2708R",2708,"R",42.4036,-124.4242
"3592","USC00353402","1469S",1469,"S",45.3014,-121.7417
"3593","USC00353445","3692R",3692,"R",42.4244,-123.3236
"3594","USC00353542","2679R",2679,"R",44.5175,-120.9389
"3595","USC00353604","3118S",3118,"S",44.8736,-117.1094
"3596","USC00353692","2538R",2538,"R",42.5483,-119.6556
"3597","USC00353770","2666S",2666,"S",45.4486,-122.1547
"3598","USC00353818","3695R",3695,"R",45.8619,-119.312
"3599","USC00353827","3259S",3259,"S",45.3653,-119.5639
"3600","USC00353847","3712R",3712,"R",45.8289,-119.2636
"3601","USC00353908","3516R",3516,"R",45.5139,-122.99
"3602","USC00353995","2036R",2036,"R",43.9281,-124.1069
"3603","USC00354003","3090S",3090,"S",45.6847,-121.5175
"3604","USC00354060","2342S",2342,"S",42.2292,-122.3814
"3605","USC00354098","3891R",3891,"R",44.3564,-117.255
"3606","USC00354126","3145S",3145,"S",43.3708,-122.9653
"3607","USC00354133","3712R",3712,"R",42.6286,-124.0575
"3608","USC00354175","2902R",2902,"R",44.3247,-117.9964
"3609","USC00354291","3121S",3121,"S",44.4233,-118.9594
"3610","USC00354329","2472R",2472,"R",45.3456,-117.2247
"3611","USC00354411","2991R",2991,"R",45.1967,-120.6994
"3612","USC00354506","3401R",3401,"R",42.2008,-121.7814
"3613","USC00354606","2882S",2882,"S",44.6253,-122.7189
"3614","USC00354622","2938S",2938,"S",45.3167,-118.0747
"3615","USC00354670","2807S",2807,"S",42.2414,-120.3678
"3616","USC00354721","2985R",2985,"R",42.9242,-124.4533
"3617","USC00354732","2602R",2602,"R",42.9833,-124.25
"3618","USC00354776","1599S",1599,"S",44.9231,-123.575
"3619","USC00354811","3147S",3147,"S",44.1014,-122.6886
"3620","USC00354835","2532R",2532,"R",43.3597,-122.2208
"3621","USC00355020","2751R",2751,"R",44.7136,-119.1017
"3622","USC00355050","2964R",2964,"R",43.9144,-122.76
"3623","USC00355055","3524S",3524,"S",42.6722,-122.675
"3624","USC00355139","2956R",2956,"R",44.6167,-121.0011
"3625","USC00355142","3028S",3028,"S",44.6633,-121.1461
"3626","USC00355160","3601S",3601,"S",43.9794,-117.0247
"3627","USC00355162","2780R",2780,"R",43.265,-118.8447
"3628","USC00355174","2821R",2821,"R",42.0078,-121.3186
"3629","USC00355221","2436S",2436,"S",44.6125,-121.9486
"3630","USC00355258","2495R",2495,"R",44.6719,-117.9942
"3631","USC00355335","3441R",3441,"R",42.4106,-117.8656
"3632","USC00355384","3216S",3216,"S",45.2214,-123.1622
"3633","USC00355424","3474R",3474,"R",42.2961,-122.87
"3634","USC00355515","2807R",2807,"R",44.5833,-121.1833
"3635","USC00355545","3147R",3147,"R",45.4667,-120.35
"3636","USC00355593","3885S",3885,"S",45.9428,-118.4089
"3637","USC00355638","2847R",2847,"R",44.5681,-120.1156
"3638","USC00355641","3310R",3310,"R",44.5833,-120.1833
"3639","USC00355734","2909S",2909,"S",45.4825,-120.7236
"3640","USC00356151","3255R",3255,"R",45.2817,-122.7517
"3641","USC00356179","3663R",3663,"R",43.8764,-116.9903
"3642","USC00356213","2861S",2861,"S",43.7428,-122.4433
"3643","USC00356243","2500R",2500,"R",44.3964,-120.4264
"3644","USC00356252","1776R",1776,"R",43.5492,-121.9639
"3645","USC00356302","2989R",2989,"R",43.2783,-119.3111
"3646","USC00356334","3603S",3603,"S",45.3558,-122.6047
"3647","USC00356366","2375S",2375,"S",45.0333,-123.9239
"3648","USC00356405","3553S",3553,"S",43.65,-117.2467
"3649","USC00356426","3051R",3051,"R",42.6922,-120.5403
"3650","USC00356466","2783R",2783,"R",45.535,-121.5894
"3651","USC00356500","2991R",2991,"R",44.1328,-119.9972
"3652","USC00356532","3503S",3503,"S",44.7275,-121.2506
"3653","USC00356540","3305S",3305,"S",45.7206,-118.6264
"3654","USC00356541","3726R",3726,"R",45.6703,-118.7964
"3655","USC00356634","3560S",3560,"S",45.4756,-118.8253
"3656","USC00356655","3213R",3213,"R",45.1289,-121.2561
"3657","USC00356749","3305R",3305,"R",45.5181,-122.6894
"3658","USC00356750","3274R",3274,"R",45.5606,-122.5381
"3659","USC00356784","2446S",2446,"S",42.7519,-124.5011
"3660","USC00356820","3531R",3531,"R",42.8886,-124.0689
"3661","USC00356853","3113R",3113,"R",42.8081,-118.8778
"3662","USC00356883","3064R",3064,"R",44.3022,-120.8081
"3663","USC00356907","3432S",3432,"S",42.7342,-122.5164
"3664","USC00357160","3404R",3404,"R",44.7656,-117.1597
"3665","USC00357169","3651S",3651,"S",42.9506,-123.3572
"3666","USC00357208","3338R",3338,"R",43.4508,-118.2244
"3667","USC00357277","3120S",3120,"S",43.3636,-117.1142
"3668","USC00357310","3468R",3468,"R",42.8592,-117.6569
"3669","USC00357331","3844S",3844,"S",43.2131,-123.3658
"3670","USC00357391","3765R",3765,"R",42.2231,-123.0472
"3671","USC00357466","2899R",2899,"R",45.8489,-122.8722
"3672","USC00357554","1967R",1967,"R",44.4356,-121.9433
"3673","USC00357631","2147R",2147,"R",44.9469,-122.5247
"3674","USC00357641","2051R",2051,"R",45.9869,-123.9236
"3675","USC00357675","2260S",2260,"S",44.1383,-118.975
"3676","USC00357736","3029R",3029,"R",43.1211,-117.0392
"3677","USC00357809","2022R",2022,"R",44.8728,-122.6486
"3678","USC00357817","2766R",2766,"R",43.1244,-121.062
"3679","USC00357823","3030S",3030,"S",45.0058,-122.7739
"3680","USC00357857","2753R",2753,"R",44.2842,-121.5486
"3681","USC00358007","2776R",2776,"R",42.4306,-121.4892
"3682","USC00358029","2722R",2722,"R",43.4869,-119.7211
"3683","USC00358095","3038S",3038,"S",44.7892,-122.8142
"3684","USC00358173","3252S",3252,"S",42.9592,-120.7897
"3685","USC00358246","2469R",2469,"R",43.8933,-121.4117
"3686","USC00358407","3758R",3758,"R",45.6069,-121.2047
"3687","USC00358420","2840R",2840,"R",43.2644,-120.9447
"3688","USC00358466","2503S",2503,"S",45.1219,-122.07
