AQW00061705       12073C
USC00314684        5692R
USC00314689        6373R
USC00314788        3580R
USC00314860        6072S
USC00314938        5101S
USC00314962        5511R
USC00314970        5408S
USC00314996        5322C
USC00315116        6135S
USC00315123        5304S
USC00315175        5966Q
USC00315177        6006R
USC00315340        5179R
USC00315356        4360S
USC00315743        5059S
USC00315771        5762C
USC00315820        6045Q
USC00315830        6447R
USC00315838        4986R
USC00315890        4594S
USC00315923        1556S
USC00315996        5128R
USC00316001        4886R
USC00316122        5269Q
USC00316256        4809S
USC00316341        4438S
USC00316349        5838R
USC00316422        5740Q
USC00316507        4929R
USC00316510        5231R
USC00316676        6071Q
USC00316805        4501R
USC00316853        5950S
USC00317056        5652R
USC00317074        5749S
USC00317079        5617R
USC00317170        6267Q
USC00317202        5027S
USC00317319        5342R
USC00317346        4176Q
USC00317516        4969R
USC00317548        4814R
USC00317615        5477S
USC00317618        5128S
USC00317656        5707S
USC00317813        6370Q
USC00317845        5303R
USC00317924        5296R
USC00317994        5481S
USC00318113        6726R
USC00318158        3950Q
USC00318221        3791Q
USC00318292        4800S
USC00318380        6003Q
USC00318448        3226R
USC00318492        4825R
USC00318500        5572R
USC00318519        5180R
USC00318694        3343S
USC00318744        5280S
USC00318964        5658S
USC00319026        6010Q
USC00319081        5551R
USC00319100        6144Q
USC00319123        4879C
USC00319147        4012S
USC00319357        5998R
USC00319423        6280S
USC00319440        5578S
USC00319461        6392Q
USC00319467        6252S
USC00319476        5766S
USC00319555        4903S
USC00319675        4841S
USC00319704        5202R
USC00320127        3030R
USC00320209        3021R
USC00320382        2880S
USC00320590        2869R
USC00320626        2263R
USC00320766        3095R
USC00320767        2795Q
USC00320817        2831Q
USC00320941        2504S
USC00320961        2465R
USC00320995        2754S
USC00321052        3108R
USC00321225        2832R
USC00321360        2562R
USC00321362        2809R
USC00321370        2803R
USC00321408        2927R
USC00321435        2441S
USC00321456        2958R
USC00321686        2852R
USC00321766        2618S
USC00321871        2716C
USC00322188        2758S
USC00322193        2782S
USC00322304        2707S
USC00322365        2865R
USC00322482        2838R
USC00322525        2403S
USC00322536        3064R
USC00322605        3084R
USC00322695        3063R
USC00322809        2874S
USC00322949        2846R
USC00323004        2840R
USC00323117        3006S
USC00323196        2416S
USC00323207        3188R
USC00323217        2781R
USC00323287        2993S
USC00323309        2917R
USC00323376        2648S
USC00323594        2988R
USC00323621        2808R
USC00323686        2912R
USC00323705        2765R
USC00323908        3006R
USC00323963        2641S
USC00324013        2708R
USC00324083        2706R
USC00324091        2915R
USC00324102        2705R
USC00324178        2778R
USC00324180        2931Q
USC00324203        2850R
USC00324343        2462R
USC00324418        2801S
USC00324571        2955S
USC00324646        2557S
USC00324722        2830R
USC00324937        3088S
USC00324958        2258S
USC00325013        2646R
USC00325078        2541R
USC00325186        3079Q
USC00325210        3016R
USC00325211        2934Q
USC00325220        3087R
USC00325479        2882S
USC00325638        2704R
USC00325660        2785R
USC00325710        3038S
USC00325730        2748S
USC00325754        3148S
USC00325764        2715R
USC00325813        3046R
USC00325848        2511R
USC00325993        2606S
USC00326015        3174R
USC00326025        2493R
USC00326155        2907S
USC00326255        2809S
USC00326315        2918S
USC00326365        2748S
USC00326620        2896R
USC00326857        2926R
USC00327027        2540S
USC00327047        2884R
USC00327281        2440R
USC00327311        3014S
USC00327530        2951C
USC00327585        2739Q
USC00327655        2499Q
USC00327664        2081S
USC00327704        2631S
USC00327986        2588R
USC00328276        2423S
USC00328366        2869R
USC00328415        2728R
USC00328660        2908Q
USC00328737        2861R
USC00328792        2668S
USC00328812        2902S
USC00328840        2738S
USC00328850        2830R
USC00328853        2488R
USC00328872        2770S
USC00328913        2618C
USC00328937        2766S
USC00328990        2658R
USC00329100        3144R
USC00329195        2889S
USC00329233        2761R
USC00329246        3108S
USC00329333        2791S
USC00329400        2444S
USC00329430        3124S
USC00329445        2453S
USC00329455        2635R
USC00329515        2650R
USC00330061        3798R
USC00330256        3486R
USC00330264        3329R
USC00330279        3945R
USC00330430        3723R
USC00330563        3756S
USC00330676        4094R
USC00330862        3596S
USC00331042        3569Q
USC00331072        3548S
USC00331152        3441R
USC00331175        3823Q
USC00331197        4190S
USC00331245        3243R
USC00331288        4055R
USC00331390        3924S
USC00331404        3749S
USC00331458        3095C
USC00331515        4287R
USC00331528        4223R
USC00331536        4414S
USC00331541        3404S
USC00331550        4418S
USC00331592        4128S
USC00331783        4217R
USC00331890        3850S
USC00331905        3798S
USC00332044        3485C
USC00332067        4424S
USC00332098        3698S
USC00332119        3955R
USC00332160        3624R
USC00332251        3242S
USC00332485        3983S
USC00332599        3962S
USC00332651        4414R
USC00332791        3890S
USC00332928        4142R
USC00332956        3390R
USC00332974        3722R
USC00332976        3764R
USC00333021        3603Q
USC00333029        5102S
USC00333375        3753S
USC00333500        3951S
USC00333722        3608R
USC00333758        3981S
USC00333780        3150S
USC00333874        3869S
USC00333987        4172R
USC00334004        4067R
USC00334189        3829S
USC00334260        3453R
USC00334383        3729R
USC00334403        4224R
USC00334551        3817S
USC00334672        3860R
USC00334681        3832R
USC00334874        3492S
USC00334927        4165S
USC00334942        3640S
USC00334979        4006S
USC00335041        3956S
USC00335188        4339Q
USC00335268        4322R
USC00335297        3564R
USC00335315        3394S
USC00335356        3922R
USC00335438        3458S
USC00335669        3665R
USC00335747        3749S
USC00335857        3750S
USC00335894        3744R
USC00335939        4104R
USC00336118        3598R
USC00336196        3503S
USC00336389        3681R
USC00336405        3729S
USC00336465        3553S
USC00336600        4162S
USC00336650        4106Q
USC00336781        4477S
USC00336882        3627R
USC00337120        3961R
USC00337559        3864Q
USC00337693        3777S
USC00337857        4612R
USC00337935        3843S
USC00338025        3864S
USC00338313        3748S
USC00338366        3941R
USC00338534        3738S
USC00338552        3777S
USC00338609        3839S
USC00338769        3329C
USC00338794        4056R
USC00338810        4139R
USC00338822        3472S
USC00338830        4316S
USC00338951        4218S
USC00339219        3946S
USC00339299        3742Q
USC00339312        3562S
USC00339361        4182R
USC00340010        5639Q
USC00340017        5931S
USC00340028        5156Q
USC00340179        5944S
USC00340184        5979S
USC00340193        5136R
USC00340224        5534S
USC00340256        5877R
USC00340292        6419R
USC00340332        4900R
USC00340391        5895Q
USC00340535        5544R
USC00340546        5347Q
USC00340567        5222R
USC00340593        5017S
USC00340755        5285S
USC00340782        5575R
USC00340818        5266R
USC00340830        5650S
USC00340908        4858S
USC00340980        5944R
USC00341144        5458S
USC00341162        5915Q
USC00341168        5935R
USC00341243        5215R
USC00341445        5333R
USC00341504        5638R
USC00341648        5747Q
USC00341684        5762R
USC00341706        5862R
USC00341724        5449S
USC00341745        5894S
USC00341750        6021S
USC00341828        5425S
USC00341902        5724R
USC00341909        5432R
USC00342011        5912Q
USC00342318        5614S
USC00342660        5936S
USC00342678        6084R
USC00342818        5406R
USC00342849        5390R
USC00342912        5453S
USC00342944        5406S
USC00342993        6156R
USC00343286        5918Q
USC00343304        5091S
USC00343353        5900R
USC00343358        5191R
USC00343489        5121S
USC00343497        5458R
USC00343628        4922S
USC00343740        5333S
USC00343821        5600S
USC00343871        5254R
USC00343884        5920R
USC00344001        5809R
USC00344019        5254S
USC00344055        5247S
USC00344098        5489Q
USC00344235        5724R
USC00344249        5795S
USC00344298        5068R
USC00344384        5859R
USC00344393        5229Q
USC00344451        5860R
USC00344567        5336R
USC00344573        5153S
USC00344672        5612S
USC00344766        5063R
USC00344812        5403R
USC00344861        5587S
USC00344975        5584R
USC00345063        5903R
USC00345216        5722R
USC00345468        6222S
USC00345509        5800S
USC00345522        5819S
USC00345563        6057S
USC00345693        6204S
USC00345713        6088R
USC00345779        5617S
USC00345855        5376R
USC00346130        5718S
USC00346139        5211S
USC00346278        5099S
USC00346386        5678R
USC00346485        5725R
USC00346629        5592S
USC00346638        6090S
USC00346670        5728R
USC00346729        5441Q
USC00346926        5892R
USC00346935        5643S
USC00347012        5620R
USC00347080        6013Q
USC00347254        5831R
USC00347309        5396R
USC00347327        5688R
USC00347390        5526R
USC00347579        5220R
USC00347862        5732S
USC00348042        5984S
USC00348285        5369R
USC00348380        5841S
USC00348501        5504S
USC00348506        5213R
USC00348677        5615R
USC00348708        5350S
USC00348769        5511Q
USC00349017        5014R
USC00349023        5814S
USC00349101        5315Q
USC00349203        5448R
USC00349247        5901R
USC00349278        5960R
USC00349364        5333S
USC00349395        6465S
USC00349404        5426S
USC00349422        5491S
USC00349445        5518R
USC00349629        5871S
USC00349634        5896R
USC00349724        5717Q
USC00350036        3242Q
USC00350118        2926R
USC00350145        2464Q
USC00350189        3422R
USC00350197        2825S
USC00350265        3864R
USC00350304        3475S
USC00350356        2261R
USC00350471        2640S
USC00350501        2882S
USC00350595        3336R
USC00350652        2691R
USC00350694        2619S
USC00350699        2661R
USC00350723        3286R
USC00350856        2831R
USC00350858        3836S
USC00350897        3202S
USC00351055        2809R
USC00351058        2721Q
USC00351067        2437S
USC00351174        3591R
USC00351433        2673S
USC00351448        4080S
USC00351546        2482R
USC00351574        2793S
USC00351643        2634S
USC00351682        2613S
USC00351765        2792S
USC00351836        2974S
USC00351862        3086S
USC00351877        3024R
USC00351897        3174R
USC00351902        2940S
USC00351914        3050Q
USC00351926        2805R
USC00351946        1322S
USC00352112        3131R
USC00352135        2866R
USC00352173        3652R
USC00352292        2771S
USC00352374        2931S
USC00352406        3456S
USC00352415        3047S
USC00352440        3356S
USC00352597        2898R
USC00352632        3462Q
USC00352633        3572R
USC00352675        2217R
USC00352678        2704R
USC00352693        3121S
USC00352800        2768Q
USC00352805        3074R
USC00352867        3330Q
USC00352876        3386R
USC00352973        2348Q
USC00352997        3073S
USC00353014        2296R
USC00353038        3349R
USC00353047        3132S
USC00353095        2699R
USC00353193        2586R
USC00353232        2793Q
USC00353356        2708R
USC00353402        1469S
USC00353445        3692R
USC00353542        2679R
USC00353604        3118S
USC00353692        2538R
USC00353770        2666S
USC00353818        3695R
USC00353827        3259S
USC00353847        3712R
USC00353908        3516R
USC00353995        2036R
USC00354003        3090S
USC00354060        2342S
USC00354098        3891R
USC00354126        3145S
USC00354133        3712R
USC00354175        2902R
USC00354291        3121S
USC00354329        2472R
USC00354411        2991R
USC00354506        3401R
USC00354606        2882S
USC00354622        2938S
USC00354670        2807S
USC00354721        2985R
USC00354732        2602R
USC00354776        1599S
USC00354811        3147S
USC00354819        3441Q
USC00354835        2532R
USC00355020        2751R
USC00355050        2964R
USC00355055        3524S
USC00355139        2956R
USC00355142        3028S
USC00355160        3601S
USC00355162        2780R
USC00355174        2821R
USC00355204        2916Q
USC00355221        2436S
USC00355258        2495R
USC00355335        3441R
USC00355362        3099Q
USC00355384        3216S
USC00355392        3690Q
USC00355424        3474R
USC00355515        2807R
USC00355545        3147R
USC00355593        3885S
USC00355638        2847R
USC00355641        3310R
USC00355681        3236Q
USC00355711        3534Q
USC00355734        2909S
USC00355945        3421Q
USC00356151        3255R
USC00356179        3663R
USC00356213        2861S
USC00356243        2500R
USC00356252        1776R
USC00356302        2989R
USC00356334        3603S
USC00356366        2375S
USC00356405        3553S
USC00356426        3051R
USC00356466        2783R
USC00356500        2991R
USC00356532        3503S
USC00356540        3305S
USC00356541        3726R
USC00356550        3510Q
USC00356634        3560S
USC00356655        3213R
USC00356749        3305R
USC00356750        3274R
USC00356784        2446S
USC00356820        3531R
USC00356853        3113R
USC00356883        3064R
USC00356907        3432S
USC00357160        3404R
USC00357169        3651S
USC00357208        3338R
USC00357277        3120S
USC00357310        3468R
USC00357331        3844S
USC00357391        3765R
USC00357466        2899R
USC00357554        1967R
USC00357631        2147R
USC00357641        2051R
USC00357675        2260S
USC00357736        3029R
USC00357809        2022R
USC00357817        2766R
USC00357823        3030S
USC00357857        2753R
USC00358007        2776R
USC00358029        2722R
USC00358095        3038S
USC00358173        3252S
USC00358246        2469R
USC00358407        3758R
USC00358420        2840R
USC00358466        2503S
USC00358481        3733R
USC00358494        2496S
USC00358498        2273Q
USC00358536        2857S
USC00358726        2607R
USC00358746        2872S
USC00358797        3637R
USC00358812        2870R
USC00358884        2419S
USC00358997        2904S
USC00359176        3462R
USC00359290        3330R
USC00359316        2458S
USC00359461        3426R
USC00359588        2060Q
USC00360132        3403Q
USC00360140        3291S
USC00360147        3399Q
USC00360409        2874Q
USC00360457        3401Q
USC00360560        3519Q
USC00360582        3014Q
USC00360656        3934S
USC00360763        3675R
USC00360785        3699R
USC00360868        2736R
USC00361004        3083R
USC00361080        3613R
USC00361139        3348R
USC00361212        2960S
USC00361301        3149Q
USC00361350        2969S
USC00361354        3945S
USC00361362        2682Q
USC00361480        2919Q
USC00361485        3114S
USC00361526        2543Q
USC00361534        2960R
USC00361591        3884R
USC00361705        3454S
USC00361719        3119R
USC00361790        3192R
USC00361802        2901Q
USC00361810        2512Q
USC00361838        3038R
USC00361920        3894Q
USC00362071        3594R
USC00362108        3678R
USC00362183        3264R
USC00362190        4046S
USC00362323        2813Q
USC00362470        3174S
USC00362537        4012R
USC00362574        3918Q
USC00362629        3261S
USC00362721        3488R
USC00362942        3506R
USC00363018        2977R
USC00363028        3308S
USC00363295        3169R
USC00363311        2770Q
USC00363437        3759R
USC00363451        3849R
USC00363488        4441R
USC00363526        3251R
USC00363632        4132R
USC00363662        3968R
USC00363665        3962R
USC00363698        3825R
USC00363758        2991S
USC00364019        4004R
USC00364076        3775R
USC00364159        3457Q
USC00364214        3506S
USC00364325        3103S
USC00364385        4091R
USC00364432        2669S
USC00364763        3996S
USC00364778        4068S
USC00364815        2726R
USC00364836        3435R
USC00364839        2597Q
USC00364853        3551R
USC00364896        3693S
USC00364976        3585R
USC00364992        3746S
USC00365050        3142R
USC00365109        3590S
USC00365212        3916Q
USC00365390        4549S
USC00365470        3270R
USC00365573        3854R
USC00365606        3228R
USC00365651        3384R
USC00365686        3042Q
USC00365790        3167Q
USC00365817        3271R
USC00365902        3838S
USC00365915        2745R
USC00366022        3072Q
USC00366042        3529R
USC00366194        4105S
USC00366233        3625S
USC00366238        4144R
USC00366297        3843R
USC00366370        4361R
USC00366508        3903R
USC00366649        2755Q
USC00366689        3820R
USC00366886        4775R
USC00366921        3026R
USC00366927        4073R
USC00367029        2496S
USC00367073        4144Q
USC00367103        2796Q
USC00367167        3146R
USC00367229        3343S
USC00367312        3760S
USC00367322        4121S
USC00367338        3682R
USC00367409        3497S
USC00367477        2905S
USC00367578        3569R
USC00367732        4183Q
USC00367782        3703R
USC00367931        3617C
USC00367938        3749R
USC00368011        3480R
USC00368073        4031S
USC00368184        3471S
USC00368308        3366Q
USC00368361        3019R
USC00368400        3691R
USC00368449        3506S
USC00368469        3385S
USC00368560        2981R
USC00368596        3498R
USC00368668        3523Q
USC00368868        3062R
USC00368873        3114R
USC00368888        3049S
USC00368905        3259S
USC00369050        3832S
USC00369103        4171R
USC00369298        3192S
USC00369318        3413R
USC00369367        3734R
USC00369408        2700R
USC00369464        4003R
USC00369735        3806R
USC00369933        4286S
USC00374266        3580S
USC00375215        3306R
USC00375270        3109S
USC00377581        3608R
USC00379423        3424Q
USC00380074        6380S
USC00380126        6463S
USC00380165        5931S
USC00380184        6391S
USC00380448        6700S
USC00380490        6277Q
USC00380559        7252R
USC00380635        5787Q
USC00380736        6026R
USC00380764        6478R
USC00381093        6945S
USC00381241        6301R
USC00381256        3783R
USC00381277        5887S
USC00381310        5768R
USC00381479        5749R
USC00381588        5890S
USC00381625        5366R
USC00381633        5699S
USC00381645        6083R
USC00381726        6471S
USC00381770        5573R
USC00381944        7019S
USC00381997        6573R
USC00382260        6244R
USC00382386        5991R
USC00382730        7090R
USC00382735        7031Q
USC00382757        6172Q
USC00383111        6342S
USC00383468        6650R
USC00383470        6564Q
USC00383730        6153Q
USC00383754        5932S
USC00383906        6756R
USC00383990        5985R
USC00384111        6258Q
USC00384169        7039R
USC00384581        3951Q
USC00384607        5762R
USC00384690        5584R
USC00384753        6400R
USC00384886        6473R
USC00385017        5773S
USC00385200        5737S
USC00385278        4927R
USC00385290        5812Q
USC00385306        5957R
USC00385493        6471R
USC00385509        6174R
USC00385628        6456R
USC00385633        6094S
USC00385658        5971Q
USC00385660        5988Q
USC00385946        6563R
USC00386114        6048Q
USC00386153        6127R
USC00386209        6034R
USC00386293        5277C
USC00386527        6209S
USC00386616        6021R
USC00386688        6073R
USC00386775        5918R
USC00386831        5472S
USC00386893        6466R
USC00387281        6644R
USC00387288        6393Q
USC00387589        5082R
USC00387631        5973S
USC00387666        6229S
USC00387683        6493Q
USC00387687        5478Q
USC00387722        5924C
USC00387885        5517R
USC00388188        5799R
USC00388405        6919R
USC00388426        6614R
USC00388440        6012S
USC00388472        5172Q
USC00388786        5722R
USC00388887        5430S
USC00388922        6539R
USC00389039        6629R
USC00389122        5631S
USC00389327        5999S
USC00389350        6063S
USC00389469        6613R
USC00389625        5542Q
USC00390043        3453S
USC00390120        3095Q
USC00390128        3780S
USC00390223        2982R
USC00390236        3451S
USC00390281        3230R
USC00390296        3849R
USC00390422        2956R
USC00390554        3422R
USC00390559        3539R
USC00390565        3069R
USC00390701        3237S
USC00390778        3527R
USC00391032        3394S
USC00391049        3391C
USC00391076        2970C
USC00391294        3138S
USC00391392        3571R
USC00391519        2909S
USC00391539        3717R
USC00391579        3495S
USC00391621        3512S
USC00391739        2985S
USC00391777        2934S
USC00391873        3059S
USC00391917        3165R
USC00391972        3491S
USC00392087        2539R
USC00392207        2795R
USC00392209        2909Q
USC00392231        1958R
USC00392302        3235S
USC00392429        3288S
USC00392446        3320S
USC00392557        3587S
USC00392565        3005R
USC00392647        3393R
USC00392797        3075S
USC00392822        3441Q
USC00392852        3326S
USC00392927        3265S
USC00392984        3007S
USC00393029        3597S
USC00393069        3423S
USC00393076        3795R
USC00393217        3370S
USC00393294        2985R
USC00393302        3308Q
USC00393316        3032R
USC00393452        3487S
USC00393574        3472R
USC00393608        3275R
USC00393764        3324Q
USC00393832        3378S
USC00393838        3100S
USC00393857        3313R
USC00393868        2813R
USC00393945        3064Q
USC00394007        3617C
USC00394037        3176R
USC00394184        3997S
USC00394206        3086S
USC00394343        2837R
USC00394516        3778S
USC00394596        3492C
USC00394671        2791Q
USC00394766        3588R
USC00394834        2523S
USC00394864        3173S
USC00394891        2914R
USC00394956        2773Q
USC00394983        3685S
USC00395048        2921R
USC00395090        3167R
USC00395154        3492R
USC00395228        3431R
USC00395281        3399R
USC00395285        2862R
USC00395325        3287S
USC00395360        3163Q
USC00395381        3189S
USC00395406        3063R
USC00395456        3146S
USC00395481        3801C
USC00395506        3618S
USC00395536        3136R
USC00395544        3471S
USC00395561        3277S
USC00395620        3456S
USC00395638        3398S
USC00395648        3353Q
USC00395669        3651Q
USC00395671        3512R
USC00395691        3280R
USC00395738        3269R
USC00395870        2653S
USC00395891        3564S
USC00396054        3220S
USC00396170        3562R
USC00396212        3478S
USC00396227        3551R
USC00396292        3340S
USC00396304        3496R
USC00396427        2307S
USC00396574        3787S
USC00396636        3363R
USC00396712        3254C
USC00396736        3531S
USC00396790        3385R
USC00396907        3043R
USC00396947        3120S
USC00396948        3284R
USC00397052        3238R
USC00397062        3025S
USC00397073        3103R
USC00397227        2191R
USC00397277        2923R
USC00397326        2955Q
USC00397418        3161Q
USC00397545        3124S
USC00397569        3081Q
USC00397742        3129S
USC00397882        3624S
USC00397992        3254S
USC00398116        2923S
USC00398307        3263C
USC00398420        3073Q
USC00398472        3660C
USC00398528        3166R
USC00398622        3936S
USC00398652        2956R
USC00398767        3951C
USC00398911        3633R
USC00398930        3006Q
USC00398980        3169S
USC00399004        2984S
USC00399042        3362R
USC00399070        3552S
USC00399232        3438S
USC00399337        3012Q
USC00399347        3180R
USC00399355        3097Q
USC00399367        3739S
USC00399442        3576R
USC00399537        3179R
USC00400049        5388Q
USC00400081        4233S
USC00400137        5640S
USC00400284        5092S
USC00400669        4900R
USC00400705        5501R
USC00400876        5482C
USC00401039        5060Q
USC00401145        5698S
USC00401310        4846R
USC00401352        5386R
USC00401480        5291S
USC00401561        5028R
USC00401585        4891Q
USC00401587        5466R
USC00401640        4980Q
USC00401663        5148R
USC00401720        4970Q
USC00401790        5433S
USC00401795        5184Q
USC00401808        5314S
USC00401887        4411R
USC00401950        5649R
USC00401957        5181S
USC00402009        4932S
USC00402024        4892R
USC00402108        5459C
USC00402202        4409S
USC00402360        5159S
USC00402388        4956R
USC00402489        5184S
USC00402589        5179S
USC00402600        5221S
USC00402711        5293Q
USC00402806        4650S
USC00402934        4781R
USC00402989        5125Q
USC00403040        4526R
USC00403074        5614S
USC00403280        5354S
USC00403370        5166R
USC00403420        4779S
USC00403447        5944R
USC00403465        5057Q
USC00403636        4908Q
USC00403679        4935S
USC00403938        5144R
USC00404033        5135Q
USC00404223        5211R
USC00404417        5379S
USC00404561        5659S
USC00404568        5529Q
USC00404590        4470Q
USC00404613        4691R
USC00404858        4975S
USC00404871        5160R
USC00404876        5275S
USC00404946        5091S
USC00404987        5323S
USC00405035        5335R
USC00405040        4543R
USC00405089        5194S
USC00405108        5279R
USC00405118        5196Q
USC00405158        5372S
USC00405187        5156S
USC00405210        5442R
USC00405214        5269Q
USC00405278        5256R
USC00405332        4941S
USC00405358        5252R
USC00405431        4873R
USC00405525        5141Q
USC00405595        5002R
USC00405681        5377S
USC00405882        5513S
USC00405956        5787R
USC00405966        5845Q
USC00406012        5406R
USC00406162        4606R
USC00406170        4639R
USC00406180        4771Q
USC00406271        4949R
USC00406272        4871R
USC00406274        5969R
USC00406292        4091R
USC00406308        5241Q
USC00406328        1479R
USC00406330        5435Q
USC00406340        5434R
USC00406371        5290S
USC00406435        5343S
USC00406471        5315R
USC00406493        4754R
USC00406534        5104S
USC00406619        4732S
USC00406806        5172R
USC00406829        4514R
USC00406977        5130S
USC00407015        5577R
USC00407141        4594Q
USC00407184        5163S
USC00407359        5136S
USC00407459        5274S
USC00407710        5460R
USC00407808        5126Q
USC00407834        4905R
USC00407884        4693R
USC00408065        5214R
USC00408108        5788R
USC00408160        5604S
USC00408179        5228R
USC00408184        4996R
USC00408246        5436S
USC00408405        4874S
USC00408414        5091R
USC00408445        4434R
USC00408522        5255R
USC00408540        4984Q
USC00408562        5109S
USC00408868        4654S
USC00408886        5295Q
USC00408916        5075R
USC00408953        5205Q
USC00409065        4459R
USC00409155        5164S
USC00409219        5141S
USC00409431        5124Q
USC00409434        4815Q
USC00409481        5200Q
USC00409492        5303R
USC00409493        5217Q
USC00409502        5143S
USC00409691        5262Q
USC00409709        5040Q
USC00409800        5193R
USC00409866        5214S
USC00410012        5357Q
USC00410013        6450Q
USC00410040        6769R
USC00410120        6377R
USC00410144        8548R
USC00410174        5960R
USC00410204        7523R
USC00410206        6172Q
USC00410225        7774S
USC00410235        7529S
USC00410248        6417R
USC00410257        8037S
USC00410268        6584R
USC00410305        8216R
USC00410313        6406S
USC00410337        6795R
USC00410345        8532Q
USC00410394        6256S
USC00410404        6701S
USC00410408        6398R
USC00410431        7156Q
USC00410433        7112Q
USC00410482        6904S
USC00410493        6750S
USC00410498        6439S
USC00410518        6805S
USC00410569        8171R
USC00410586        7833R
USC00410611        7603Q
USC00410613        7632R
USC00410639        8066S
USC00410655        7360Q
USC00410665        6943R
USC00410690        8356R
USC00410691        6653R
USC00410764        6558R
USC00410779        6430R
USC00410805        8430R
USC00410832        6817S
USC00410902        6956S
USC00410923        6091R
USC00410926        6164Q
USC00410950        7723R
USC00410958        5468S
USC00410984        6099R
USC00411000        5319S
USC00411007        7527R
USC00411013        7397R
USC00411017        6576S
USC00411033        4884S
USC00411042        6680R
USC00411048        7332S
USC00411063        6230R
USC00411128        5796C
USC00411138        6665R
USC00411246        6503R
USC00411250        6834S
USC00411267        4849Q
USC00411337        8155R
USC00411348        6182R
USC00411398        6954R
USC00411412        5232R
USC00411416        7235S
USC00411429        7112S
USC00411430        5201R
USC00411486        8085R
USC00411492        7122R
USC00411500        6760R
USC00411524        8102S
USC00411528        8320R
USC00411541        7220Q
USC00411578        6846C
USC00411596        6819R
USC00411649        4837R
USC00411651        8665R
USC00411663        8168S
USC00411671        7582Q
USC00411694        5837R
USC00411715        5659S
USC00411720        7969R
USC00411772        6162S
USC00411778        4998R
USC00411800        6725C
USC00411810        7097S
USC00411870        7163R
USC00411875        6775S
USC00411880        7848Q
USC00411903        6335R
USC00411911        7732R
USC00411934        6811R
USC00411956        7445R
USC00411974        6124R
USC00411995        6252R
USC00412011        8582Q
USC00412012        5826R
USC00412013        8652Q
USC00412019        6820S
USC00412082        6697R
USC00412114        7023R
USC00412121        5647S
USC00412125        7958Q
USC00412160        8540S
USC00412173        7813S
USC00412225        6863R
USC00412235        4511R
USC00412238        4670Q
USC00412266        7637S
USC00412334        6218Q
USC00412352        6272R
USC00412354        6004S
USC00412361        7744R
USC00412394        6185R
USC00412404        6633S
USC00412408        5696R
USC00412458        8026R
USC00412464        4907S
USC00412585        7088R
USC00412590        7016R
USC00412593        6555Q
USC00412598        6322R
USC00412617        4891R
USC00412677        6604R
USC00412679        8088R
USC00412715        6250R
USC00412741        6457Q
USC00412758        8940Q
USC00412786        7950Q
USC00412793        6470Q
USC00412794        5534R
USC00412809        6315Q
USC00412816        6349Q
USC00412820        7459S
USC00412902        6226R
USC00412906        8245R
USC00412950        8640Q
USC00413005        6691S
USC00413047        6752R
USC00413060        8832S
USC00413063        8274R
USC00413133        6685R
USC00413183        7639R
USC00413201        7690S
USC00413214        5451S
USC00413225        5098R
USC00413257        6643R
USC00413262        5667R
USC00413266        6291R
USC00413280        6785R
USC00413285        6840R
USC00413289        6706Q
USC00413299        7884R
USC00413321        7226R
USC00413329        6763S
USC00413340        8152S
USC00413341        8125R
USC00413368        4951S
USC00413411        6592R
USC00413420        6214R
USC00413445        6148R
USC00413485        6679R
USC00413507        7051S
USC00413546        6358R
USC00413591        6471R
USC00413614        6616R
USC00413618        8042S
USC00413622        7540S
USC00413668        6375S
USC00413675        6559Q
USC00413680        6769R
USC00413686        7172R
USC00413691        6608R
USC00413734        6816S
USC00413778        6783R
USC00413787        4929S
USC00413828        6100S
USC00413873        7739S
USC00413877        6628R
USC00413943        8990S
USC00413972        5009R
USC00413979        4664Q
USC00413992        6261S
USC00414058        8437S
USC00414077        6881Q
USC00414081        6614S
USC00414093        6254R
USC00414098        5040S
USC00414137        6528S
USC00414182        6905S
USC00414202        6372Q
USC00414254        7682Q
USC00414278        6301R
USC00414326        8149R
USC00414328        7486R
USC00414333        7615R
USC00414348        7375R
USC00414375        6437R
USC00414382        7243S
USC00414483        6581R
USC00414517        6262R
USC00414525        6875R
USC00414570        6017S
USC00414577        6501R
USC00414597        6568Q
USC00414605        7077S
USC00414670        6679R
USC00414696        7817R
USC00414705        6610S
USC00414710        6515Q
USC00414770        5773R
USC00414775        6461Q
USC00414782        6806S
USC00414792        6890R
USC00414903        7492S
USC00414911        9092R
USC00414931        6497S
USC00414950        7921S
USC00414967        6210R
USC00414974        6420R
USC00414976        6376R
USC00414979        6632R
USC00414980        6414R
USC00414982        6339S
USC00415013        5735S
USC00415018        7009R
USC00415048        7840S
USC00415060        8811S
USC00415094        6721R
USC00415120        6405Q
USC00415183        5491S
USC00415193        7178S
USC00415196        7574R
USC00415247        5100S
USC00415265        5480S
USC00415271        7472S
USC00415272        7230S
USC00415341        6772R
USC00415344        6718Q
USC00415415        6672R
USC00415429        7346S
USC00415435        7257Q
USC00415454        7934R
USC00415477        7155S
USC00415579        6041R
USC00415596        5400R
USC00415611        7088S
USC00415618        6629S
USC00415650        6526R
USC00415658        5941S
USC00415659        7819S
USC00415661        8180R
USC00415701        9085R
USC00415707        6966R
USC00415721        8889S
USC00415742        6955R
USC00415757        6736S
USC00415766        5946R
USC00415770        5483S
USC00415821        5800S
USC00415822        6379S
USC00415836        8733Q
USC00415852        6270Q
USC00415869        6861R
