"","station","precip_qual","precip","qual","lat","long"
"2755","USC00295150","977S",977,"S",34.7675,-106.7611
"2756","USC00295273","1809R",1809,"R",33.8225,-108.9417
"2757","USC00295290","1084R",1084,"R",36.2303,-107.5472
"2758","USC00295370","1626R",1626,"R",32.8567,-103.7625
"2759","USC00295490","1519R",1519,"R",36.5697,-104.5867
"2760","USC00295516","1680R",1680,"R",35.6022,-103.3644
"2761","USC00295560","2069R",2069,"R",35.3364,-108.4447
"2762","USC00295617","1749S",1749,"S",34.4278,-103.625
"2763","USC00295754","1775R",1775,"R",32.9325,-108.0142
"2764","USC00295908","1367R",1367,"R",35.0128,-106.045
"2765","USC00295937","1697S",1697,"S",35.8022,-103.9439
"2766","USC00295960","2037R",2037,"R",32.9539,-105.8225
"2767","USC00295965","1507R",1507,"R",34.5208,-106.2606
"2768","USC00296061","1413R",1413,"R",36.8047,-107.6214
"2769","USC00296115","1582R",1582,"R",35.07,-104.2575
"2770","USC00296275","1978S",1978,"S",36.1839,-105.0608
"2771","USC00296281","1412R",1412,"R",32.1664,-103.425
"2772","USC00296435","1250R",1250,"R",32.3789,-106.0925
"2773","USC00296465","1156R",1156,"R",36.3339,-107.8408
"2774","USC00296619","1654S",1654,"S",36.2994,-103.7408
"2775","USC00296659","1548R",1548,"R",32.65,-103.3833
"2776","USC00296676","1721R",1721,"R",35.5489,-105.6886
"2777","USC00296687","1395S",1395,"S",34.6153,-105.4739
"2778","USC00296754","1107R",1107,"R",35.1392,-106.7108
"2779","USC00296804","1547R",1547,"R",33.3503,-105.14
"2780","USC00296812","1428R",1428,"R",34.4931,-107.8883
"2781","USC00296911","1135R",1135,"R",35.3044,-106.4969
"2782","USC00297008","1733S",1733,"S",34.1742,-103.3519
"2783","USC00297180","1237R",1237,"R",34.3447,-108.4922
"2784","USC00297226","1804R",1804,"R",34.78,-103.7492
"2785","USC00297254","1440R",1440,"R",34.1508,-105.0044
"2786","USC00297279","1901R",1901,"R",36.9194,-104.4325
"2787","USC00297280","1652S",1652,"S",36.8864,-104.4428
"2788","USC00297323","2261R",2261,"R",36.71,-105.4164
"2789","USC00297340","1355S",1355,"S",32.7047,-108.7281
"2790","USC00297386","1572R",1572,"R",33.7158,-108.7769
"2791","USC00297638","1658R",1658,"R",35.9422,-104.2014
"2792","USC00297649","2184R",2184,"R",33.3678,-105.6611
"2793","USC00297867","1821R",1821,"R",35.1086,-103.3283
"2794","USC00298015","1994R",1994,"R",35.2106,-106.3656
"2795","USC00298085","1418R",1418,"R",35.6194,-105.9753
"2796","USC00298107","1501S",1501,"S",34.9358,-104.6805
"2797","USC00298284","821R",821,"R",36.795,-108.6917
"2798","USC00298387","1026R",1026,"R",34.0828,-106.8831
"2799","USC00298501","1661R",1661,"R",36.3628,-104.585
"2800","USC00298518","1376R",1376,"R",35.1767,-105.9439
"2801","USC00298524","1062R",1062,"R",35.9247,-107.4656
"2802","USC00298535","974S",974,"S",32.2822,-106.7597
"2803","USC00298596","1451S",1451,"S",34.6033,-104.3811
"2804","USC00298668","1277R",1277,"R",36.3906,-105.5864
"2805","USC00298713","1710R",1710,"R",33.2422,-103.3611
"2806","USC00298830","1133R",1133,"R",35.4167,-108.2333
"2807","USC00298834","1256R",1256,"R",35.3,-108.1472
"2808","USC00298845","1693R",1693,"R",36.7664,-106.5536
"2809","USC00299031","1077R",1077,"R",35.7992,-107.1814
"2810","USC00299085","1483R",1483,"R",36.6511,-105.9725
"2811","USC00299128","1093R",1093,"R",33.1406,-107.2314
"2812","USC00299156","1710S",1710,"S",35.2006,-103.6867
"2813","USC00299165","1152S",1152,"S",33.0719,-106.0417
"2814","USC00299330","1681R",1681,"R",35.8167,-104.9244
"2815","USC00299496","1574R",1574,"R",35.2667,-105.3572
"2816","USC00299569","1398R",1398,"R",32.3778,-103.7986
"2817","USC00299686","1077R",1077,"R",32.7822,-106.1758
"2818","USC00299691","1719R",1719,"R",32.5564,-108.3667
"2819","USC00299806","1408R",1408,"R",33.3497,-107.6492
"2820","USC00299820","2406R",2406,"R",35.9478,-106.7469
"2821","USC00299851","1293R",1293,"R",34.4031,-104.6128
"2822","USC00300023","3445R",3445,"R",42.1014,-77.2344
"2823","USC00300055","3574R",3574,"R",43.2722,-78.1664
"2824","USC00300063","4163R",4163,"R",42.4697,-73.9267
"2825","USC00300085","3746R",3746,"R",42.2497,-77.7583
"2826","USC00300093","4467R",4467,"R",42.1003,-78.7497
"2827","USC00300183","3875S",3875,"S",42.3033,-78.0189
"2828","USC00300220","4250R",4250,"R",42.5333,-78.4167
"2829","USC00300321","4226R",4226,"R",42.9328,-76.5447
"2830","USC00300331","3616S",3616,"S",42.7339,-76.6592
"2831","USC00300343","3228S",3228,"S",42.9203,-77.7558
"2832","USC00300443","3534R",3534,"R",43.0303,-78.1692
"2833","USC00300448","3274R",3274,"R",42.3489,-77.3478
"2834","USC00300668","4885S",4885,"S",43.8,-74.8667
"2835","USC00300766","3920R",3920,"R",42.1225,-78.2064
"2836","USC00300785","5833R",5833,"R",43.4361,-75.3697
"2837","USC00300870","4527R",4527,"R",43.2386,-76.1964
"2838","USC00300889","5014S",5014,"S",40.9461,-72.3069
"2839","USC00301095","4258R",4258,"R",42.3167,-74.0331
"2840","USC00301110","4935R",4935,"R",43.3306,-75.8417
"2841","USC00301152","3390S",3390,"S",42.8453,-77.2808
"2842","USC00301436","4709R",4709,"R",42.8239,-74.7386
"2843","USC00301595","3850R",3850,"R",42.6667,-74.4333
"2844","USC00301623","4691R",4691,"R",42.6631,-78.6831
"2845","USC00301708","4669R",4669,"R",43.3203,-73.9256
"2846","USC00301752","4371S",4371,"S",42.7167,-74.9267
"2847","USC00301761","4305R",4305,"R",42.1131,-73.5522
"2848","USC00301787","3736R",3736,"R",42.1342,-77.0692
"2849","USC00301799","3965R",3965,"R",42.6,-76.1833
"2850","USC00301966","4157R",4157,"R",44.7192,-73.7206
"2851","USC00301974","3148R",3148,"R",42.5656,-77.7175
"2852","USC00302036","4564R",4564,"R",42.2558,-74.9128
"2853","USC00302060","4326S",4326,"S",42.0628,-75.4264
"2854","USC00302129","5198S",5198,"S",41.0072,-73.8344
"2855","USC00302554","3733R",3733,"R",44.2139,-73.5986
"2856","USC00302610","3632S",3632,"S",42.0997,-76.8358
"2857","USC00303025","4272S",4272,"S",42.3297,-78.4633
"2858","USC00303033","4193R",4193,"R",42.4497,-79.312
"2859","USC00303184","3353S",3353,"S",42.8767,-77.0308
"2860","USC00303284","4668S",4668,"S",43.3333,-73.7333
"2861","USC00303319","4638R",4638,"R",43.0492,-74.3592
"2862","USC00303346","3761S",3761,"S",44.3539,-75.5122
"2863","USC00303360","4768R",4768,"R",42.7833,-73.4667
"2864","USC00303464","4730R",4730,"R",41.1019,-72.3731
"2865","USC00303773","3573S",3573,"S",42.7442,-77.6083
"2866","USC00303955","3488R",3488,"R",42.7917,-77.5136
"2867","USC00304025","4254R",4254,"R",42.25,-73.8
"2868","USC00304102","4085S",4085,"S",43.755,-74.2692
"2869","USC00304174","3730S",3730,"S",42.4492,-76.4492
"2870","USC00304207","4522R",4522,"R",42.11,-79.1592
"2871","USC00304555","4103S",4103,"S",44.2444,-73.9855
"2872","USC00304647","3829R",3829,"R",44.7583,-74.6692
"2873","USC00304731","5160R",5160,"R",41.8017,-74.74
"2874","USC00304808","4786R",4786,"R",42.2472,-78.8125
"2875","USC00304836","4079S",4079,"S",42.6703,-76.4722
"2876","USC00304844","3785R",3785,"R",43.1392,-78.6814
"2877","USC00304849","3783R",3783,"R",43.2,-78.6333
"2878","USC00304912","4138S",4138,"S",43.7975,-75.4817
"2879","USC00304996","3886S",3886,"S",44.8419,-74.3081
"2880","USC00305113","4192R",4192,"R",42.4694,-75.0106
"2881","USC00305310","4387S",4387,"S",41.4603,-74.4489
"2882","USC00305377","4657R",4657,"R",40.7328,-73.6183
"2883","USC00305426","5186S",5186,"S",41.7681,-74.155
"2884","USC00305512","4633R",4633,"R",42.8417,-75.7264
"2885","USC00305597","3146R",3146,"R",42.7314,-77.9053
"2886","USC00305714","4279R",4279,"R",43.9708,-74.2219
"2887","USC00305796","4660R",4660,"R",40.5939,-73.9808
"2888","USC00305840","3497R",3497,"R",43.1014,-78.95
"2889","USC00306047","3960S",3960,"S",43.0219,-78.8467
"2890","USC00306085","4324S",4324,"S",42.5117,-75.5197
"2891","USC00306138","4826R",4826,"R",40.6328,-73.6269
"2892","USC00306164","3620R",3620,"R",44.7281,-75.4442
"2893","USC00306184","4996R",4996,"R",43.7025,-74.9839
"2894","USC00306314","4246S",4246,"S",43.4622,-76.4933
"2895","USC00306441","4991R",4991,"R",40.7967,-73.0014
"2896","USC00306464","3572R",3572,"R",42.9294,-78.0319
"2897","USC00306538","3154R",3154,"R",44.5658,-73.57
"2898","USC00306659","3198R",3198,"R",44.65,-73.4667
"2899","USC00306774","4638R",4638,"R",41.38,-74.6847
"2900","USC00307035","4797R",4797,"R",41.8847,-73.8686
"2901","USC00307134","4775S",4775,"S",40.9619,-72.7158
"2902","USC00307210","5029S",5029,"S",41.5917,-74.6142
"2903","USC00307400","4550R",4550,"R",42.1506,-78.7203
"2904","USC00307484","4496R",4496,"R",43.0333,-73.8167
"2905","USC00307633","4573R",4573,"R",40.9586,-73.1047
"2906","USC00307705","3913S",3913,"S",42.6772,-75.5067
"2907","USC00307799","6283R",6283,"R",42.0167,-74.4167
"2908","USC00307842","3887R",3887,"R",43.2078,-77.0128
"2909","USC00308248","5021R",5021,"R",43.9,-75.0367
"2910","USC00308304","4917R",4917,"R",41.5333,-73.7333
"2911","USC00308322","5031R",5031,"R",41.1128,-74.1572
"2912","USC00308600","4082R",4082,"R",42.75,-73.6833
"2913","USC00308625","4148R",4148,"R",42.8333,-76.0333
"2914","USC00308627","4652R",4652,"R",42.7603,-76.0803
"2915","USC00308631","4482R",4482,"R",44.2308,-74.4383
"2916","USC00308746","4063R",4063,"R",42.4333,-73.6833
"2917","USC00308906","4474R",4474,"R",41.5514,-74.1628
"2918","USC00308910","4235R",4235,"R",42.7417,-78.5108
"2919","USC00308936","4577R",4577,"R",42.1667,-75.1333
"2920","USC00308944","4418R",4418,"R",44.1481,-74.9003
"2921","USC00308946","4236R",4236,"R",40.655,-73.5053
"2922","USC00308962","4585R",4585,"R",42.6856,-78.2203
"2923","USC00309000","4310S",4310,"S",43.9761,-75.8753
"2924","USC00309047","3520R",3520,"R",42.0019,-76.525
"2925","USC00309072","3791R",3791,"R",42.1172,-77.9475
"2926","USC00309189","4530R",4530,"R",42.2956,-79.5856
"2927","USC00309292","5062R",5062,"R",41.3906,-73.9608
"2928","USC00309389","4205S",4205,"S",43.5575,-73.4011
"2929","USC00309670","5123S",5123,"S",41.2664,-73.7975
"2930","USC00310090","4876R",4876,"R",35.3992,-80.1994
"2931","USC00310184","6311R",6311,"R",35.2014,-83.8386
"2932","USC00310241","4752R",4752,"R",36.2911,-77.9822
"2933","USC00310286","4510S",4510,"S",35.7044,-79.8378
"2934","USC00310375","4972R",4972,"R",35.3872,-76.7764
"2935","USC00310506","4947R",4947,"R",36.1617,-81.8742
"2936","USC00310576","5488R",5488,"R",35.1311,-76.8161
"2937","USC00310674","4854S",4854,"S",35.5731,-76.5847
"2938","USC00310724","4802R",4802,"R",35.5044,-82.5967
"2939","USC00310843","4720R",4720,"R",35.6072,-82.3594
"2940","USC00310901","6374R",6374,"R",36.1472,-81.7025
"2941","USC00310982","5266R",5266,"R",36.2114,-81.6442
"2942","USC00311055","6601R",6601,"R",35.2283,-82.7358
"2943","USC00311239","4468R",4468,"R",36.0603,-79.4481
"2944","USC00311420","4184R",4184,"R",35.5453,-82.6986
"2945","USC00311441","4439R",4439,"R",35.5167,-82.85
"2946","USC00311564","5025R",5025,"R",35.6375,-83.0956
"2947","USC00311606","5713S",5713,"S",34.9833,-76.3
"2948","USC00311624","5786R",5786,"R",35.8297,-82.1769
"2949","USC00311677","4731S",4731,"S",35.9086,-79.0794
"2950","USC00311820","4642R",4642,"R",35.6408,-78.4633
"2951","USC00311881","4862S",4862,"S",35.0247,-78.2758
"2952","USC00311975","4591C",4591,"C",35.4111,-80.5833
"2953","USC00312102","6899S",6899,"S",35.0592,-83.4314
"2954","USC00312200","5132S",5132,"S",35.3117,-83.1747
"2955","USC00312238","4692S",4692,"S",36.4147,-80.2169
"2956","USC00312500","4777S",4777,"S",35.3247,-78.6881
"2957","USC00312515","4781R",4781,"R",36.0425,-78.9625
"2958","USC00312635","4811R",4811,"R",36.0164,-76.5517
"2959","USC00312719","4854S",4854,"S",36.3097,-76.205
"2960","USC00312837","3939R",3939,"R",35.5406,-82.6531
"2961","USC00313017","4542S",4542,"S",35.0583,-78.8583
"2962","USC00313106","5064S",5064,"S",35.4267,-82.5575
"2963","USC00313150","4956R",4956,"R",35.2653,-81.9311
"2964","USC00313228","5415R",5415,"R",35.1803,-83.3928
"2965","USC00313356","4297R",4297,"R",35.2656,-81.1433
"2966","USC00313565","6123R",6123,"R",36.0956,-81.8311
"2967","USC00313638","4956R",4956,"R",35.64,-77.3983
"2968","USC00313784","4800S",4800,"S",34.8872,-79.6922
"2969","USC00313969","4458R",4458,"R",36.3481,-78.4119
"2970","USC00313976","5476S",5476,"S",35.3297,-82.4492
"2971","USC00314055","8450S",8450,"S",35.0567,-83.1983
"2972","USC00314063","4610S",4610,"S",35.9672,-79.9722
"2973","USC00314144","5731R",5731,"R",34.8358,-77.3031
"2974","USC00314260","4298R",4298,"R",35.895,-82.8311
"2975","USC00314456","4686R",4686,"R",36.3967,-77.4239
"2976","USC00314464","4633S",4633,"S",35.1858,-79.6772
"2977","USC00314684","4993R",4993,"R",35.1967,-77.5433
"2978","USC00314689","4864R",4864,"R",35.2975,-77.5722
"2979","USC00314788","9051R",9051,"R",35.115,-82.9567
"2980","USC00314860","4608S",4608,"S",34.7508,-79.4664
"2981","USC00314938","4767R",4767,"R",35.915,-81.5378
"2982","USC00314962","4679S",4679,"S",36.1325,-77.1708
"2983","USC00314970","4433S",4433,"S",35.8458,-80.2597
"2984","USC00314996","4710S",4710,"S",35.4606,-81.3289
"2985","USC00315116","5388S",5388,"S",34.0103,-78.545
"2986","USC00315123","4563R",4563,"R",36.1028,-78.3039
"2987","USC00315177","4775R",4775,"R",34.6269,-79.025
"2988","USC00315340","5225R",5225,"R",35.6631,-82.0292
"2989","USC00315356","3962S",3962,"S",35.8036,-82.6658
"2990","USC00315743","4459R",4459,"R",35.8439,-80.4972
"2991","USC00315771","4697S",4697,"S",34.9797,-80.5233
"2992","USC00315830","5902S",5902,"S",34.7336,-76.7358
"2993","USC00315838","4834S",4834,"S",35.7297,-81.6728
"2994","USC00315890","4679S",4679,"S",36.4992,-80.6508
"2995","USC00315923","7416R",7416,"R",35.7586,-82.2711
"2996","USC00315996","4790R",4790,"R",36.4522,-77.0803
"2997","USC00316001","5747R",5747,"R",35.0961,-84.0239
"2998","USC00316256","4946S",4946,"S",36.1631,-81.1494
"2999","USC00316341","5379R",5379,"R",35.5261,-83.3089
"3000","USC00316349","5819R",5819,"R",35.1075,-75.9872
"3001","USC00316507","4446R",4446,"R",36.3,-78.6167
"3002","USC00316510","4592R",4592,"R",36.3022,-78.6108
"3003","USC00316805","6173S",6173,"S",35.2719,-82.6475
"3004","USC00316853","5190S",5190,"S",35.8722,-76.6592
"3005","USC00317056","4654R",4654,"R",34.9869,-79.2189
"3006","USC00317074","4622S",4622,"S",35.7294,-78.6839
"3007","USC00317079","4602R",4602,"R",35.7944,-78.6989
"3008","USC00317202","4637S",4637,"S",36.3825,-79.6947
"3009","USC00317319","4571S",4571,"S",36.4783,-77.6717
"3010","USC00317516","4537R",4537,"R",36.3464,-78.8858
"3011","USC00317615","4203R",4203,"R",35.6836,-80.4822
"3012","USC00317618","4281S",4281,"S",35.6967,-80.6228
"3013","USC00317656","4621S",4621,"S",35.5347,-79.0464
"3014","USC00317845","4789R",4789,"R",35.3144,-81.5336
"3015","USC00317924","4662S",4662,"S",35.7606,-79.4622
"3016","USC00317994","4775S",4775,"S",35.5164,-78.3458
"3017","USC00318113","5595R",5595,"R",33.9947,-78.0078
"3018","USC00318292","4407S",4407,"S",35.81,-80.8808
"3019","USC00318448","5039R",5039,"R",35.5733,-82.385
"3020","USC00318492","5462S",5462,"S",35.4478,-83.9389
"3021","USC00318500","4487S",4487,"S",35.8847,-77.5386
"3022","USC00318694","5491S",5491,"S",36.3919,-81.3039
"3023","USC00318744","6177S",6177,"S",35.2058,-82.2517
"3024","USC00318964","4541S",4541,"S",34.9603,-80.0772
"3025","USC00319100","4930S",4930,"S",35.5553,-77.0722
"3026","USC00319123","5049C",5049,"C",35.7742,-83.0981
"3027","USC00319147","4772S",4772,"S",35.4867,-82.9683
"3028","USC00319357","4828S",4828,"S",34.4094,-78.7914
"3029","USC00319423","5307S",5307,"S",34.6611,-78.0456
"3030","USC00319440","4983S",4983,"S",35.8528,-77.0306
"3031","USC00319467","5784S",5784,"S",34.3208,-77.9206
"3032","USC00319476","4704S",4704,"S",35.6939,-77.9456
"3033","USC00319555","5068S",5068,"S",36.1308,-81.2275
"3034","USC00319675","4472S",4472,"S",36.1306,-80.5481
"3035","USC00319704","4800R",4800,"R",36.3783,-79.2544
"3036","USC00320127","1687R",1687,"R",46.7253,-101.505
"3037","USC00320209","1443R",1443,"R",46.4819,-103.3222
"3038","USC00320382","1957S",1957,"S",46.0406,-99.3742
"3039","USC00320590","1523R",1523,"R",46.9283,-104.0158
"3040","USC00320766","1702R",1702,"R",47.2622,-101.7906
"3041","USC00320941","1797S",1797,"S",48.8217,-100.4525
"3042","USC00320961","1706R",1706,"R",48.7994,-102.2464
"3043","USC00320995","1559S",1559,"S",46.1825,-103.4061
"3044","USC00321225","1765R",1765,"R",47.7947,-100.5847
"3045","USC00321360","2015R",2015,"R",47.4494,-99.1294
"3046","USC00321362","2030R",2030,"R",47.5089,-99.1211
"3047","USC00321370","1692R",1692,"R",46.425,-101.5742
"3048","USC00321408","2337R",2337,"R",46.8769,-97.2328
"3049","USC00321435","1917S",1917,"S",48.8628,-97.7014
"3050","USC00321686","1976R",1976,"R",47.2428,-97.6561
"3051","USC00321766","2158R",2158,"R",47.405,-98.0381
"3052","USC00321871","1492R",1492,"R",48.9075,-103.2944
"3053","USC00322188","1671R",1671,"R",46.8911,-102.8111
"3054","USC00322193","1684R",1684,"R",47.1944,-102.8414
"3055","USC00322304","1734S",1734,"S",48.0475,-100.31
"3056","USC00322365","1559R",1559,"R",47.3464,-102.5867
"3057","USC00322482","2038R",2038,"R",46.3694,-98.7661
"3058","USC00322525","1947R",1947,"R",48.4267,-98.47
"3059","USC00322605","2264R",2264,"R",46.0108,-98.5261
"3060","USC00322809","1497R",1497,"R",47.1906,-103.2247
"3061","USC00322949","1692R",1692,"R",47.6456,-99.6219
"3062","USC00323004","1809R",1809,"R",46.4581,-101.2
"3063","USC00323117","2212R",2212,"R",46.0333,-97.595
"3064","USC00323207","1483R",1483,"R",46.05,-100.6667
"3065","USC00323287","2150R",2150,"R",46.1581,-98.4
"3066","USC00323309","2031R",2031,"R",46.6275,-99.1383
"3067","USC00323376","1750R",1750,"R",47.6539,-101.4197
"3068","USC00323594","2001R",2001,"R",48.4181,-97.4247
"3069","USC00323621","2162S",2162,"S",47.9217,-97.0981
"3070","USC00323686","1777R",1777,"R",48.2675,-100.8439
"3071","USC00323705","1622R",1622,"R",47.4011,-103.2072
"3072","USC00323963","1861R",1861,"R",48.9989,-99.3464
"3073","USC00324013","1777R",1777,"R",47.8083,-99.8758
"3074","USC00324083","1824R",1824,"R",46.5172,-100.3486
"3075","USC00324091","1627R",1627,"R",46.5917,-101.8075
"3076","USC00324102","1729R",1729,"R",46.9028,-102.0478
"3077","USC00324178","1565R",1565,"R",45.9925,-102.6442
"3078","USC00324203","2162R",2162,"R",47.4389,-97.0664
"3079","USC00324418","1960R",1960,"R",46.8844,-98.685
"3080","USC00324571","1671S",1671,"S",47.8967,-102.9208
"3081","USC00324646","1830R",1830,"R",48.6692,-102.0975
"3082","USC00324937","2277R",2277,"R",46.3547,-98.2928
"3083","USC00324958","1942S",1942,"S",48.7622,-98.3447
"3084","USC00325078","1943R",1943,"R",48.2881,-99.4317
"3085","USC00325186","2331R",2331,"R",46.0725,-97.1461
"3086","USC00325210","1690R",1690,"R",46.2667,-100.2306
"3087","USC00325220","2113R",2113,"R",46.4386,-97.6856
"3088","USC00325479","1795S",1795,"S",46.8128,-100.9097
"3089","USC00325638","1808S",1808,"S",47.8214,-101.2922
"3090","USC00325660","2392R",2392,"R",47.4989,-97.3514
"3091","USC00325710","1756R",1756,"R",47.4825,-100.4444
"3092","USC00325730","2119S",2119,"S",47.5808,-98.6422
"3093","USC00325754","2243S",2243,"S",46.4025,-97.2381
"3094","USC00325764","2174R",2174,"R",47.7619,-98.1817
"3095","USC00325813","1497R",1497,"R",46.9161,-103.5264
"3096","USC00325848","1880R",1880,"R",48.0781,-99.2656
"3097","USC00325993","1859R",1859,"R",48.1803,-101.2964
"3098","USC00326015","1690R",1690,"R",46.6706,-100.2294
"3099","USC00326025","1717R",1717,"R",48.7603,-101.5089
"3100","USC00326155","1656R",1656,"R",46.3719,-102.3164
"3101","USC00326255","1974S",1974,"S",46.5067,-99.7692
"3102","USC00326315","1578R",1578,"R",46.5414,-102.8692
"3103","USC00326365","1741S",1741,"S",46.8925,-101.4897
"3104","USC00326857","2084R",2084,"R",48.4,-97.75
"3105","USC00327027","2022R",2022,"R",48.0356,-98.01
"3106","USC00327047","1851R",1851,"R",47.1167,-99.5333
"3107","USC00327281","1532R",1532,"R",48.5722,-102.6467
"3108","USC00327311","1624C",1624,"C",46.1758,-101.8561
"3109","USC00327530","1655R",1655,"R",46.8886,-102.3192
"3110","USC00327664","1865S",1865,"S",48.8811,-99.5861
"3111","USC00327704","1964R",1964,"R",48.3542,-99.9925
"3112","USC00327986","2119R",2119,"R",47.5983,-97.9
"3113","USC00328276","1869S",1869,"S",48.3567,-102.4117
"3114","USC00328366","1938R",1938,"R",46.8917,-99.9325
"3115","USC00328415","1840R",1840,"R",46.7153,-99.4475
"3116","USC00328737","1493R",1493,"R",48.3989,-102.9181
"3117","USC00328792","1719R",1719,"R",48.3706,-100.3908
"3118","USC00328812","1481S",1481,"S",47.2842,-103.9006
"3119","USC00328840","1755R",1755,"R",47.5214,-100.8883
"3120","USC00328850","1735R",1735,"R",47.1333,-100
"3121","USC00328872","1764S",1764,"S",47.455,-101.1461
"3122","USC00328913","1791S",1791,"S",48.6147,-100.7264
"3123","USC00328937","2062S",2062,"S",46.9558,-98.0203
"3124","USC00328990","1881R",1881,"R",48.0797,-100.875
"3125","USC00329100","2231R",2231,"R",46.3233,-96.6108
"3126","USC00329195","1718R",1718,"R",47.2844,-101.0267
"3127","USC00329233","1467R",1467,"R",47.8039,-103.2892
"3128","USC00329246","1575R",1575,"R",47.6,-103.2597
"3129","USC00329333","1743S",1743,"S",48.9097,-101.0192
"3130","USC00329400","1517S",1517,"S",48.6631,-103.2131
"3131","USC00329430","1431S",1431,"S",48.1375,-103.7372
"3132","USC00329445","1783R",1783,"R",48.6061,-100.2911
"3133","USC00329455","1910R",1910,"R",47.1603,-100.7892
"3134","USC00330061","3750R",3750,"R",41.0803,-81.5169
"3135","USC00330256","3951R",3951,"R",40.8333,-82.35
"3136","USC00330264","4232R",4232,"R",41.85,-80.8
"3137","USC00330279","3937R",3937,"R",39.3428,-82.0964
"3138","USC00330430","4380R",4380,"R",39.9917,-81.185
"3139","USC00330563","3982S",3982,"S",40.3533,-83.7747
"3140","USC00331072","3909S",3909,"S",40.8128,-82.9694
"3141","USC00331152","4066S",4066,"S",40.2686,-80.9981
"3142","USC00331197","3960S",3960,"S",40.0167,-81.5833
"3143","USC00331245","3535R",3535,"R",41.0167,-80.7667
"3144","USC00331288","4140R",4140,"R",39.1469,-82.2194
"3145","USC00331390","3818S",3818,"S",40.5694,-84.5364
"3146","USC00331404","4155R",4155,"R",40.3,-82.65
"3147","USC00331458","4874S",4874,"S",41.5833,-81.1833
"3148","USC00331515","4617S",4617,"S",39.1547,-84.6233
"3149","USC00331536","4004R",4004,"R",38.7983,-84.173
"3150","USC00331541","3924S",3924,"S",41.0517,-81.9361
"3151","USC00331550","4771R",4771,"R",39.1169,-84.6961
"3152","USC00331592","3892S",3892,"S",39.6106,-82.9547
"3153","USC00331783","4011R",4011,"R",39.9047,-82.92
"3154","USC00331890","4175S",4175,"S",40.2403,-81.8711
"3155","USC00331905","3815S",3815,"S",40.3708,-81.7908
"3156","USC00332044","4144S",4144,"S",40.4397,-82.3039
"3157","USC00332067","4033S",4033,"S",39.7633,-84.1911
"3158","USC00332098","3690S",3690,"S",41.2778,-84.3853
"3159","USC00332119","3829R",3829,"R",40.3175,-83.0739
"3160","USC00332160","4038R",4038,"R",40.3886,-81.3433
"3161","USC00332251","4365R",4365,"R",41.6833,-80.6667
"3162","USC00332485","4110S",4110,"S",39.7347,-84.6336
"3163","USC00332599","3950C",3950,"C",41.3833,-82.05
"3164","USC00332651","4320R",4320,"R",39.35,-84.5833
"3165","USC00332791","3731S",3731,"S",41.0461,-83.6622
"3166","USC00332928","4004R",4004,"R",39.5536,-84.3189
"3167","USC00332974","3700S",3700,"S",41.3333,-83.1167
"3168","USC00332976","3443R",3443,"R",41.3119,-83.1719
"3169","USC00333021","4131S",4131,"S",40.7236,-82.8
"3170","USC00333029","4100R",4100,"R",38.8203,-82.1822
"3171","USC00333375","3887S",3887,"S",40.1,-84.65
"3172","USC00333500","4184R",4184,"R",39.6667,-80.8667
"3173","USC00333722","3684R",3684,"R",41.3214,-84.7475
"3174","USC00333758","4256S",4256,"S",39.2333,-83.6092
"3175","USC00333780","4268S",4268,"S",41.3,-81.15
"3176","USC00333874","3441R",3441,"R",41.2167,-83.7667
"3177","USC00334004","4204R",4204,"R",39.08,-82.7078
"3178","USC00334189","3643R",3643,"R",40.6489,-83.6061
"3179","USC00334260","4505R",4505,"R",41.6167,-81.3
"3180","USC00334551","3830S",3830,"S",40.7247,-84.1294
"3181","USC00334681","3933R",3933,"R",39.8833,-83.45
"3182","USC00334874","4013R",4013,"R",40.7667,-82.6167
"3183","USC00334927","4270S",4270,"S",39.4089,-81.4328
"3184","USC00334942","3928R",3928,"R",40.6167,-83.1333
"3185","USC00334979","3788S",3788,"S",40.2411,-83.3669
"3186","USC00335041","4299R",4299,"R",39.6522,-81.8561
"3187","USC00335268","4539R",4539,"R",39.1814,-84.2867
"3188","USC00335297","3926R",3926,"R",40.55,-81.9167
"3189","USC00335315","3849R",3849,"R",40.7692,-80.8561
"3190","USC00335356","3903R",3903,"R",41.15,-80.7833
"3191","USC00335438","3723S",3723,"S",41.5886,-84.585
"3192","USC00335669","3677R",3677,"R",41.3939,-84.1144
"3193","USC00335747","4174S",4174,"S",40.0875,-82.4128
"3194","USC00335857","4157S",4157,"S",39.7333,-82.2156
"3195","USC00335894","4081R",4081,"R",40.4878,-81.4317
"3196","USC00335939","4298R",4298,"R",39.3933,-81.2192
"3197","USC00336118","3794S",3794,"S",41.2667,-82.6167
"3198","USC00336196","3801S",3801,"S",41.2667,-82.2167
"3199","USC00336389","3904R",3904,"R",41.75,-81.3
"3200","USC00336405","3715S",3715,"S",40.9461,-83.9614
"3201","USC00336465","3540S",3540,"S",41.1244,-84.5922
"3202","USC00336600","3799S",3799,"S",39.8386,-81.9167
"3203","USC00336781","4088S",4088,"S",38.7569,-82.8872
"3204","USC00336882","3319R",3319,"R",41.65,-82.8
"3205","USC00337120","4595R",4595,"R",38.7872,-83.7972
"3206","USC00337693","3969S",3969,"S",40.2706,-84.1506
"3207","USC00337857","4735R",4735,"R",38.4239,-82.5936
