"","cdd","city","longitude","latitude","population"
"912",2665,"Crystal Lake",-88.3161965,42.2411344,"40388"
"913",2668,"Fitchburg",-71.8022955,42.5834228,"40383"
"914",3053,"Carol Stream",-88.1347927,41.9125286,"40379"
"915",4348,"Hickory",-81.3444573,35.7344538,"40361"
"916",2792,"Streamwood",-88.1784085,42.0255827,"40351"
"917",2802,"Norwich",-72.0759105,41.5242649,"40347"
"918",6096,"Coppell",-97.0150078,32.9545687,"40342"
"919",5608,"San Gabriel",-118.1058333,34.0961111,"40275"
"920",2571,"Holyoke",-72.6162009,42.2042586,"40249"
"921",4154,"Bentonville",-94.2088172,36.3728538,"40167"
"922",5174,"Florence",-87.677251,34.79981,"40059"
"923",5074,"Peachtree Corners",-84.2214551,33.9698929,"40059"
"924",4723,"Brentwood",-86.7827772,36.0331164,"40021"
"925",1785,"Bozeman",-111.0429339,45.6769979,"39860"
"926",2958,"New Berlin",-88.1084224,42.9764027,"39834"
"927",6179,"Goose Creek",-80.0325867,32.9810059,"39823"
"928",6773,"Huntsville",-95.5507771,30.7235263,"39795"
"929",3473,"Prescott Valley",-112.315721,34.6100243,"39791"
"930",2719,"Maplewood",-92.9952153,44.9530215,"39765"
"931",3167,"Romeoville",-88.0895061,41.6475306,"39650"
"932",6327,"Duncanville",-96.9083366,32.6518004,"39605"
"933",3581,"Atlantic City",-74.4229266,39.3642834,"39551"
"934",4243,"Clovis",-103.2052272,34.4047987,"39508"
"935",6096,"The Colony",-96.8928309,33.0806083,"39458"
"936",4830,"Culver City",-118.3964665,34.0211224,"39428"
"937",2717,"Marlborough",-71.5522874,42.3459271,"39414"
"938",6242,"Hilton Head Island",-80.752608,32.216316,"39412"
"939",2500,"Moorhead",-96.7678039,46.8737648,"39398"
"940",8754,"Calexico",-115.4988834,32.6789476,"39389"
"941",9055,"Bullhead City",-114.5285981,35.1359386,"39383"
"942",5130,"Germantown",-89.8100858,35.0867577,"39375"
"943",9432,"La Quinta",-116.3100095,33.6633573,"39331"
"944",3511,"Lancaster",-82.5993294,39.7136754,"39325"
"945",2186,"Wausau",-89.6301221,44.9591352,"39309"
"946",5603,"Sherman",-96.6088805,33.6356618,"39296"
"947",8539,"Ocoee",-81.5439619,28.5691677,"39172"
"948",2944,"Shakopee",-93.5272861,44.7973962,"39167"
"949",2607,"Woburn",-71.1522765,42.4792618,"39083"
"950",1967,"Bremerton",-122.6329356,47.5673202,"39056"
"951",3605,"Rock Island",-90.5787476,41.5094771,"38877"
"952",5046,"Muskogee",-95.3696909,35.7478769,"38863"
"953",4286,"Cape Girardeau",-89.5181476,37.3058839,"38816"
"954",4616,"Annapolis",-76.4921829,38.9784453,"38722"
"955",9270,"Greenacres",-80.1353896,26.6276276,"38696"
"956",7695,"Ormond Beach",-81.0558894,29.2858129,"38661"
"957",9671,"Hallandale Beach",-80.148379,25.9812024,"38632"
"958",5515,"Stanton",-117.9931165,33.8025155,"38623"
"959",2108,"Puyallup",-122.2928974,47.1853785,"38609"
"960",3137,"Pacifica",-122.4869194,37.6138253,"38606"
"961",2792,"Hanover Park",-88.1450735,41.9994722,"38510"
"962",6278,"Hurst",-97.1705678,32.8234621,"38448"
"963",3157,"Lima",-84.1052256,40.742551,"38355"
"964",7401,"Marana",-111.2224422,32.436381,"38290"
"965",2926,"Carpentersville",-88.2578582,42.1211364,"38241"
"966",4547,"Oakley",-121.7124536,37.9974219,"38194"
"967",3323,"Huber Heights",-84.1246608,39.843947,"38142"
"968",6125,"Lancaster",-96.7561082,32.5920798,"38071"
"969",5541,"Montclair",-117.6897776,34.0775104,"38027"
"970",2949,"Wheeling",-87.9289591,42.1391927,"38015"
"971",2873,"Brookfield",-88.1064787,43.0605671,"37999"
"972",3057,"Park Ridge",-87.8406192,42.0111412,"37839"
"973",5629,"Florence",-79.7625625,34.1954331,"37792"
"974",3097,"Roy",-112.0263313,41.1616108,"37733"
"975",8138,"Winter Garden",-81.5861847,28.5652787,"37711"
"976",2936,"Chelsea",-71.0328284,42.3917638,"37670"
"977",3474,"Valley Stream",-73.7084645,40.6642699,"37659"
"978",4804,"Spartanburg",-81.9320482,34.9495672,"37647"
"979",2824,"Lake Oswego",-122.6706498,45.4206749,"37610"
"980",7280,"Friendswood",-95.2010447,29.5293998,"37587"
"981",3487,"Westerville",-82.9290696,40.1261743,"37530"
"982",3159,"Northglenn",-104.9811468,39.8961821,"37499"
"983",6146,"Phenix City",-85.0007653,32.4709761,"37498"
"984",3457,"Grove City",-83.0929644,39.8814519,"37490"
"985",5803,"Texarkana",-94.0476882,33.425125,"37442"
"986",3057,"Addison",-87.9889556,41.931696,"37385"
"987",4068,"Dover",-75.5243682,39.158168,"37366"
"988",3000,"Lincoln Park",-83.1785361,42.2505943,"37313"
"989",3179,"Calumet City",-87.5294871,41.6155909,"37240"
"990",2581,"Muskegon",-86.2483921,43.2341813,"37213"
"991",9671,"Aventura",-80.1392121,25.9564812,"37199"
"992",3512,"Martinez",-122.1341321,38.0193657,"37165"
"993",2958,"Greenfield",-88.0125865,42.9614039,"37159"
"994",7880,"Apache Junction",-111.5495777,33.4150485,"37130"
"995",5608,"Monrovia",-118.0019482,34.1442616,"37101"
"996",8997,"Weslaco",-97.9908366,26.1595194,"37093"
"997",2283,"Keizer",-123.0262077,44.9901194,"37064"
"998",3244,"Spanish Fork",-111.654923,40.114955,"36956"
"999",2833,"Beloit",-89.0317765,42.5083482,"36888"
"1000",7152,"Panama City",-85.6602058,30.1588129,"36877"
